SUFFIX,POP100,GEOID,CENTLAT,BLOCK,AREAWATER,STATE,BASENAME,OID,LSADC,INTPTLAT,FUNCSTAT,NAME,OBJECTID,TRACT,CENTLON,BLKGRP,AREALAND,HU100,INTPTLON,MTFCC,LWBLKTYP,UR,COUNTY
,144,290718001041056,+38.4752362,1056,0,29,1056,210701005694160,BK,+38.4752362,S,Block 1056,4638653,800104,-090.9377282,1,1478374,52,-090.9377282,G5040,L,R,071
,173,290718003021010,+38.5503116,1010,0,29,1010,210701005694581,BK,+38.5503116,S,Block 1010,6724683,800302,-091.0283210,1,343417,78,-091.0283210,G5040,L,U,071
,11,290718003024000,+38.5565218,4000,0,29,4000,210701005694762,BK,+38.5565218,S,Block 4000,7948221,800302,-091.0147419,4,30233,3,-091.0147419,G5040,L,U,071
,73,290718001021045,+38.5727748,1045,0,29,1045,210701005695437,BK,+38.5727748,S,Block 1045,4716406,800102,-090.7733433,1,959427,40,-090.7733433,G5040,L,R,071
,20,290718001031029,+38.4557084,1029,0,29,1029,210701005697257,BK,+38.4557084,S,Block 1029,6811316,800103,-090.8970422,1,216317,6,-090.8970422,G5040,L,R,071
,33,290739601002014,+38.7048452,2014,0,29,2014,210701005685951,BK,+38.7048452,S,Block 2014,2607569,960100,-091.4390159,2,20683,15,-091.4390159,G5040,L,R,073
,8,290739603001103,+38.3883114,1103,0,29,1103,210701005685183,BK,+38.3883114,S,Block 1103,2615283,960300,-091.4016670,1,28029,1,-091.4016670,G5040,L,R,073
,0,290770038022014,+37.1708129,2014,0,29,2014,210701005754706,BK,+37.1708129,S,Block 2014,3181714,003802,-093.2200645,2,214410,0,-093.2200645,G5040,L,U,077
,29,290770006001022,+37.2205333,1022,0,29,1022,210701005754411,BK,+37.2205333,S,Block 1022,1533689,000600,-093.2953046,1,17165,11,-093.2953046,G5040,L,U,077
,268,290770023004016,+37.1991317,4016,0,29,4016,210701005750447,BK,+37.1991317,S,Block 4016,3745256,002300,-093.2470605,4,464955,140,-093.2470605,G5040,L,U,077
,229,290770056002009,+37.2466020,2009,0,29,2009,210701005752052,BK,+37.2466020,S,Block 2009,2556696,005600,-093.2950347,2,199591,103,-093.2950347,G5040,L,U,077
,43,290770026002014,+37.1583598,2014,0,29,2014,210701005751277,BK,+37.1583598,S,Block 2014,1537506,002600,-093.2580643,2,36215,11,-093.2580643,G5040,L,U,077
,180,290770041073006,+37.1356898,3006,0,29,3006,210701005750201,BK,+37.1356898,S,Block 3006,2638421,004107,-093.3261412,3,244031,81,-093.3261412,G5040,L,U,077
,84,290770028001011,+37.1512926,1011,0,29,1011,210701005751526,BK,+37.1512926,S,Block 1011,990507,002800,-093.2932761,1,139338,44,-093.2932761,G5040,L,U,077
,20,290770055001013,+37.2358908,1013,0,29,1013,210701005754240,BK,+37.2358908,S,Block 1013,1401777,005500,-093.2731206,1,19584,1,-093.2731206,G5040,L,U,077
,27,290770003002008,+37.1861789,2008,0,29,2008,210701005750512,BK,+37.1861789,S,Block 2008,2556171,000300,-093.2788698,2,39693,16,-093.2788698,G5040,L,U,077
,13,290770001011016,+37.2062907,1016,0,29,1016,210701005748010,BK,+37.2062907,S,Block 1016,1785182,000101,-093.2946491,1,32258,17,-093.2946491,G5040,L,U,077
,16,290770001022012,+37.2039553,2012,0,29,2012,210701005751793,BK,+37.2039553,S,Block 2012,2772566,000102,-093.2912036,2,67480,2,-093.2912036,G5040,L,U,077
,0,290770004006013,+37.1838612,6013,0,29,6013,210701005748746,BK,+37.1838612,S,Block 6013,2556769,000400,-093.3147534,6,32954,0,-093.3147534,G5040,L,U,077
,14,290770001011008,+37.2084003,1008,0,29,1008,210701005751744,BK,+37.2084003,S,Block 1008,1529592,000101,-093.2948713,1,12429,14,-093.2948713,G5040,L,U,077
,268,290770023004016,+37.1991317,4016,0,29,4016,210701005750447,BK,+37.1991317,S,Block 4016,3745256,002300,-093.2470605,4,464955,140,-093.2470605,G5040,L,U,077
,16,290770027003019,+37.1491298,3019,0,29,3019,210701005751435,BK,+37.1491298,S,Block 3019,5151154,002700,-093.2734947,3,77637,10,-093.2734947,G5040,L,U,077
,8,290770030041000,+37.1569350,1000,0,29,1000,210701005751961,BK,+37.1569350,S,Block 1000,2552521,003004,-093.3202178,1,391873,6,-093.3202178,G5040,L,U,077
,38,290770026004027,+37.1682295,4027,0,29,4027,210701005751281,BK,+37.1682295,S,Block 4027,2556067,002600,-093.2493271,4,198919,21,-093.2493271,G5040,L,U,077
,273,290770002001007,+37.2020714,1007,0,29,1007,210701005753747,BK,+37.2020714,S,Block 1007,1530264,000200,-093.2798418,1,61918,9,-093.2798418,G5040,L,U,077
,45,290770014012002,+37.1615133,2002,0,29,2002,210701005751520,BK,+37.1615133,S,Block 2002,990502,001401,-093.3004284,2,77803,20,-093.3004284,G5040,L,U,077
,12,290819501001015,+40.5648270,1015,5189,29,1015,210701005356286,BK,+40.5624427,S,Block 1015,4887946,950100,-093.9418842,1,1353510,2,-093.9456041,G5040,B,R,081
,10,290839506004013,+38.3636445,4013,0,29,4013,210701005369052,BK,+38.3636445,S,Block 4013,1871221,950600,-093.7701195,4,19742,1,-093.7701195,G5040,L,U,083
,0,290839504002087,+38.2605323,2087,0,29,2087,210701005368590,BK,+38.2605323,S,Block 2087,2635345,950400,-093.9835733,2,16084,1,-093.9835733,G5040,L,R,083
,4,290839504001310,+38.3687503,1310,0,29,1310,210701005369020,BK,+38.3687503,S,Block 1310,1869999,950400,-093.8074059,1,183981,1,-093.8074059,G5040,L,R,083
,154,290950134173008,+38.9133612,3008,0,29,3008,210701005549884,BK,+38.9133612,S,Block 3008,4436552,013417,-094.5862133,3,128923,60,-094.5862133,G5040,L,U,095
,22,290950091003025,+38.9926838,3025,0,29,3025,210701005543736,BK,+38.9926838,S,Block 3025,5728883,009100,-094.5906906,3,22389,9,-094.5906906,G5040,L,U,095
,16,290950086001005,+39.0107537,1005,0,29,1005,210701005543691,BK,+39.0107537,S,Block 1005,5103490,008600,-094.5787509,1,19647,5,-094.5787509,G5040,L,U,095
,255,290950129031001,+38.9618839,1001,0,29,1001,210701005545431,BK,+38.9618839,S,Block 1001,8071864,012903,-094.4910458,1,376868,89,-094.4910458,G5040,L,U,095
,0,290950083001001,+39.0259083,1001,0,29,1001,210701005543909,BK,+39.0259083,S,Block 1001,5524378,008300,-094.5890211,1,82801,0,-094.5890211,G5040,L,U,095
,125,290950074003007,+39.0338438,3007,0,29,3007,210701005541809,BK,+39.0338438,S,Block 3007,5945916,007400,-094.5891313,3,25674,97,-094.5891313,G5040,L,U,095
,154,290950051001005,+39.0592700,1005,0,29,1005,210701005540392,BK,+39.0592700,S,Block 1005,5740857,005100,-094.5784213,1,163293,91,-094.5784213,G5040,L,U,095
,32,290950141271012,+39.0249091,1012,0,29,1012,210701005547414,BK,+39.0249091,S,Block 1012,6263910,014127,-094.2738851,1,81982,12,-094.2738851,G5040,L,U,095
,193,290950136131000,+38.9162226,1000,0,29,1000,210701005545398,BK,+38.9162226,S,Block 1000,8051418,013613,-094.4058708,1,192971,147,-094.4058708,G5040,L,U,095
,67,290950099002015,+38.9595595,2015,0,29,2015,210701005546201,BK,+38.9595595,S,Block 2015,4028786,009900,-094.6053663,2,219628,41,-094.6053663,G5040,L,U,095
,51,290950007001011,+39.1134717,1011,0,29,1011,210701005549502,BK,+39.1134717,S,Block 1011,5348589,000700,-094.5215396,1,19862,13,-094.5215396,G5040,L,U,095
,258,290950134182002,+38.9012314,2002,0,29,2002,210701005547687,BK,+38.9012314,S,Block 2002,5965566,013418,-094.5905511,2,507303,109,-094.5905511,G5040,L,U,095
,72,290950101052007,+38.9169127,2007,0,29,2007,210701005550385,BK,+38.9169127,S,Block 2007,8075708,010105,-094.6059217,2,255405,20,-094.6059217,G5040,L,U,095
,120,290950093003012,+38.9784818,3012,0,29,3012,210701005546185,BK,+38.9784818,S,Block 3012,4028102,009300,-094.5973891,3,208145,49,-094.5973891,G5040,L,U,095
,0,290950133014015,+38.8999695,4015,0,29,4015,210701005546002,BK,+38.8999695,S,Block 4015,5204518,013301,-094.5357343,4,102115,0,-094.5357343,G5040,L,U,095
,382,290950141231006,+39.0284940,1006,0,29,1006,210701005546402,BK,+39.0284940,S,Block 1006,6262676,014123,-094.3019233,1,126097,233,-094.3019233,G5040,L,U,095
,29,290950101051011,+38.9215579,1011,0,29,1011,210701005543156,BK,+38.9215579,S,Block 1011,7465476,010105,-094.5937009,1,53350,10,-094.5937009,G5040,L,U,095
,92,290950141261008,+39.0034240,1008,0,29,1008,210701005551834,BK,+39.0034240,S,Block 1008,4431308,014126,-094.2841460,1,113743,30,-094.2841460,G5040,L,U,095
,181,290950097002003,+38.9609281,2003,0,29,2003,210701005552428,BK,+38.9609281,S,Block 2003,5620416,009700,-094.5793080,2,382319,100,-094.5793080,G5040,L,U,095
,218,290950150001054,+39.1584642,1054,0,29,1054,210701005545232,BK,+39.1584642,S,Block 1054,7459877,015000,-094.2934937,1,1993515,55,-094.2934937,G5040,L,R,095
,57,290950167003012,+39.0666279,3012,0,29,3012,210701005551307,BK,+39.0666279,S,Block 3012,8055307,016700,-094.5889839,3,43435,30,-094.5889839,G5040,L,U,095
,16,290950129065011,+38.9423996,5011,0,29,5011,210701005539673,BK,+38.9423996,S,Block 5011,7061101,012906,-094.4869000,5,456405,3,-094.4869000,G5040,L,R,095
,222,290950168012001,+39.0555677,2001,0,29,2001,210701005540654,BK,+39.0555677,S,Block 2001,6459494,016801,-094.5879551,2,23155,218,-094.5879551,G5040,L,U,095
,169,290950168011016,+39.0506371,1016,0,29,1016,210701005541091,BK,+39.0506371,S,Block 1016,5170870,016801,-094.5938840,1,18857,133,-094.5938840,G5040,L,U,095
,0,290950052001008,+39.0675638,1008,0,29,1008,210701005541320,BK,+39.0675638,S,Block 1008,5592147,005200,-094.5650490,1,20252,0,-094.5650490,G5040,L,U,095
,46,290950173004011,+38.9371783,4011,0,29,4011,210701005549904,BK,+38.9371783,S,Block 4011,5525785,017300,-094.5942924,4,116007,20,-094.5942924,G5040,L,U,095
,60,290950134052035,+38.8844617,2035,0,29,2035,210701005550274,BK,+38.8844617,S,Block 2035,8003343,013405,-094.5924966,2,180232,33,-094.5924966,G5040,L,U,095
,190,290950180001005,+38.9214420,1005,0,29,1005,210701005550388,BK,+38.9214420,S,Block 1005,8075711,018000,-094.3995919,1,176818,105,-094.3995919,G5040,L,U,095
,50,290950173004014,+38.9346712,4014,0,29,4014,210701005543440,BK,+38.9346712,S,Block 4014,5205982,017300,-094.5939280,4,116812,23,-094.5939280,G5040,L,U,095
,36,290950093002002,+38.9836372,2002,0,29,2002,210701005543745,BK,+38.9836372,S,Block 2002,5729529,009300,-094.6047472,2,57624,35,-094.6047472,G5040,L,U,095
,36,290950072001013,+39.0361185,1013,0,29,1013,210701005540584,BK,+39.0361185,S,Block 1013,6467899,007200,-094.5941776,1,84411,17,-094.5941776,G5040,L,U,095
,15,290950080001017,+39.0204765,1017,0,29,1017,210701005549127,BK,+39.0204765,S,Block 1017,7066085,008000,-094.5631354,1,19919,17,-094.5631354,G5040,L,U,095
,22,290950134052042,+38.8736075,2042,0,29,2042,210701005544925,BK,+38.8736075,S,Block 2042,5524391,013405,-094.5940076,2,638826,2,-094.5940076,G5040,L,R,095
,43,290950168022010,+39.0510783,2010,0,29,2010,210701005552293,BK,+39.0510783,S,Block 2010,8069039,016802,-094.6025844,2,22513,19,-094.6025844,G5040,L,U,095
,0,290950067002008,+39.0529510,2008,0,29,2008,210701005549168,BK,+39.0529510,S,Block 2008,7460484,006700,-094.5857864,2,24569,0,-094.5857864,G5040,L,U,095
,43,290950094003006,+38.9834909,3006,0,29,3006,210701005552440,BK,+38.9834909,S,Block 3006,5621117,009400,-094.5888298,3,20421,14,-094.5888298,G5040,L,U,095
,137,290950146012004,+39.0530714,2004,0,29,2004,210701005544686,BK,+39.0530714,S,Block 2004,5221016,014601,-094.4040835,2,152055,65,-094.4040835,G5040,L,U,095
,520,290950044001030,+39.0752865,1030,0,29,1030,210701005541906,BK,+39.0752865,S,Block 1030,6467078,004400,-094.5820270,1,212031,441,-094.5820270,G5040,L,U,095
,37,290950116022007,+39.0958726,2007,0,29,2007,210701005548863,BK,+39.0958726,S,Block 2007,6566860,011602,-094.4260620,2,28027,17,-094.4260620,G5040,L,U,095
,45,290950079002004,+39.0183723,2004,0,29,2004,210701005540230,BK,+39.0183723,S,Block 2004,6755857,007900,-094.5525231,2,41663,16,-094.5525231,G5040,L,U,095
,258,290950134182002,+38.9012314,2002,0,29,2002,210701005547687,BK,+38.9012314,S,Block 2002,5965566,013418,-094.5905511,2,507303,109,-094.5905511,G5040,L,U,095
,328,290950141111015,+38.9732530,1015,0,29,1015,210701005546014,BK,+38.9732530,S,Block 1015,5524406,014111,-094.2673739,1,1565377,169,-094.2673739,G5040,L,U,095
,0,290970110005003,+37.0810623,5003,0,29,5003,210701006529207,BK,+37.0810623,S,Block 5003,485498,011000,-094.5176250,5,14076,0,-094.5176250,G5040,L,U,097
,0,290970109011049,+37.0583012,1049,0,29,1049,210701006529718,BK,+37.0583012,S,Block 1049,2526568,010901,-094.5830521,1,106182,0,-094.5830521,G5040,L,U,097
,0,290970110005003,+37.0810623,5003,0,29,5003,210701006529207,BK,+37.0810623,S,Block 5003,485498,011000,-094.5176250,5,14076,0,-094.5176250,G5040,L,U,097
,11,290970119001022,+37.1008000,1022,0,29,1022,210701006527843,BK,+37.1008000,S,Block 1022,2518871,011900,-094.4540614,1,507591,11,-094.4540614,G5040,L,R,097
,22,290970106023017,+37.0607645,3017,0,29,3017,210701006529921,BK,+37.0607645,S,Block 3017,3452461,010602,-094.4960985,3,52419,8,-094.4960985,G5040,L,U,097
,364,290970103011000,+37.1024614,1000,0,29,1000,210701006529739,BK,+37.1024614,S,Block 1000,2730937,010301,-094.4696333,1,440678,213,-094.4696333,G5040,L,U,097
,2,290997012004060,+38.1353897,4060,0,29,4060,210701005735480,BK,+38.1353897,S,Block 4060,6101048,701200,-090.5581953,4,10807,1,-090.5581953,G5040,L,U,099
,3,290997001212012,+38.4360067,2012,0,29,2012,210701005734500,BK,+38.4360067,S,Block 2012,3854675,700121,-090.3776086,2,286342,3,-090.3776086,G5040,L,U,099
,9,290997007005040,+38.2002258,5040,0,29,5040,210701005732767,BK,+38.2002258,S,Block 5040,7373292,700700,-090.3923357,5,231969,1,-090.3923357,G5040,L,U,099
,99,290997001232002,+38.3676503,2002,0,29,2002,210701005733779,BK,+38.3676503,S,Block 2002,6807909,700123,-090.3879609,2,215515,35,-090.3879609,G5040,L,U,099
,0,290997001221010,+38.4138576,1010,0,29,1010,210701005733000,BK,+38.4138576,S,Block 1010,5657315,700122,-090.3795031,1,16619,0,-090.3795031,G5040,L,U,099
,197,290997008011016,+38.2284937,1016,0,29,1016,210701005733195,BK,+38.2284937,S,Block 1016,8175484,700801,-090.4082075,1,148924,97,-090.4082075,G5040,L,U,099
,18,290997001143003,+38.4087965,3003,0,29,3003,210701005734028,BK,+38.4087965,S,Block 3003,5660457,700114,-090.3841501,3,291551,10,-090.3841501,G5040,L,U,099
,28,291019603023065,+38.7336272,3065,0,29,3065,210701005371874,BK,+38.7336272,S,Block 3065,5543743,960302,-093.8501058,3,3212045,13,-093.8501058,G5040,L,R,101
,0,291070905003044,+38.9850646,3044,0,29,3044,210701005375114,BK,+38.9850646,S,Block 3044,1694320,090500,-093.5675323,3,12135,0,-093.5675323,G5040,L,R,107
,11,291070904012028,+39.0995219,2028,0,29,2028,210701005373593,BK,+39.0995219,S,Block 2028,580136,090401,-093.5472502,2,19987,2,-093.5472502,G5040,L,R,107
,5,291070904013015,+39.0789618,3015,0,29,3015,210701005374048,BK,+39.0789618,S,Block 3015,1698535,090401,-093.7124545,3,15687,8,-093.7124545,G5040,L,U,107
,13,291070905003015,+38.9878458,3015,0,29,3015,210701005375221,BK,+38.9878458,S,Block 3015,1673286,090500,-093.5664118,3,69100,7,-093.5664118,G5040,L,R,107
,13,291070904022030,+39.0698683,2030,0,29,2030,210701005374018,BK,+39.0698683,S,Block 2030,1697911,090402,-093.7201704,2,5677,2,-093.7201704,G5040,L,U,107
,0,291094704023056,+36.9429361,3056,0,29,3056,210701006534143,BK,+36.9429361,S,Block 3056,2265363,470402,-093.9993766,3,67789,1,-093.9993766,G5040,L,R,109
,72,291094703001198,+37.0193576,1198,0,29,1198,210701006534370,BK,+37.0193576,S,Block 1198,889021,470300,-093.8990480,1,177223,41,-093.8990480,G5040,L,R,109
,10,291094701001014,+37.2765160,1014,876,29,1014,210701006533762,BK,+37.2765362,S,Block 1014,888684,470100,-093.9179425,1,3785712,2,-093.9179889,G5040,B,R,109
,29,291094703005096,+36.9870940,5096,1760,29,5096,210701006531713,BK,+36.9871340,S,Block 5096,4509219,470300,-093.7471791,5,774880,12,-093.7471403,G5040,B,R,109
,35,291119701002028,+40.1094017,2028,12956,29,2028,210701006419133,BK,+40.1094075,S,Block 2028,7644954,970100,-091.5289923,2,4175476,13,-091.5290410,G5040,B,R,111
,25,291138102052021,+39.1142651,2021,43811,29,2021,210701005704940,BK,+39.1151349,S,Block 2021,6707222,810205,-091.1246485,2,7986175,17,-091.1236726,G5040,B,R,113
,66,291138104021038,+38.9395620,1038,10237,29,1038,210701005705002,BK,+38.9383269,S,Block 1038,7916958,810402,-090.7770477,1,918380,25,-090.7763805,G5040,B,R,113
,15,291138103085025,+38.9483816,5025,1048,29,5025,210701005703329,BK,+38.9491503,S,Block 5025,7512725,810308,-090.9612822,5,1153668,4,-090.9666995,G5040,B,R,113
,31,291138103054015,+38.9723620,4015,0,29,4015,210701005705259,BK,+38.9723485,S,Block 4015,7512730,810305,-090.9754237,4,19740,11,-090.9754170,G5040,L,U,113
,29,291154905002047,+39.7081698,2047,0,29,2047,210701006459574,BK,+39.7081698,S,Block 2047,7566579,490500,-092.9553677,2,215021,20,-092.9553677,G5040,L,R,115
,4,291154902001421,+39.8802232,1421,3790,29,1421,210701006458930,BK,+39.8801699,S,Block 1421,6328265,490200,-093.1428838,1,1417218,1,-093.1430510,G5040,B,R,115
,11,291174803001025,+39.7990011,1025,0,29,1025,210701005438721,BK,+39.7990011,S,Block 1025,5447681,480300,-093.5505355,1,35836,7,-093.5505355,G5040,L,U,117
,3,291219604002045,+39.7415468,2045,0,29,2045,210701006451922,BK,+39.7415468,S,Block 2045,829763,960400,-092.4721315,2,7786,1,-092.4721315,G5040,L,U,121
,0,291219604001019,+39.7597010,1019,0,29,1019,210701006453064,BK,+39.7597010,S,Block 1019,3745892,960400,-092.4634601,1,744634,0,-092.4634601,G5040,L,U,121
,0,291258802982025,+38.1866716,2025,0,29,2025,210701005690633,BK,+38.1866716,S,Block 2025,5407276,880298,-091.9481741,2,5878,0,-091.9481741,G5040,L,R,125
,8,291279608002007,+39.7025418,2007,0,29,2007,210701006436161,BK,+39.7025418,S,Block 2007,1949959,960800,-091.3695412,2,11971,1,-091.3695412,G5040,L,U,127
,5,291279608001029,+39.7050870,1029,0,29,1029,210701006436135,BK,+39.7050870,S,Block 1029,3508214,960800,-091.3654132,1,21641,1,-091.3654132,G5040,L,U,127
,30,291294701002014,+40.5333299,2014,0,29,2014,210701005325977,BK,+40.5333299,S,Block 2014,2104811,470100,-093.6174111,2,3244723,8,-093.6174111,G5040,L,R,129
,16,291294702001095,+40.3556110,1095,0,29,1095,210701005337072,BK,+40.3556110,S,Block 1095,2615699,470200,-093.5728867,1,5859689,7,-093.5728867,G5040,L,R,129
,67,291319625021013,+38.2997353,1013,0,29,1013,210701005445982,BK,+38.2997353,S,Block 1013,379630,962502,-092.3463964,1,2671679,31,-092.3463964,G5040,L,R,131
,177,291319629021045,+38.3533190,1045,0,29,1045,210701005446785,BK,+38.3533190,S,Block 1045,47092,962902,-092.5601620,1,680910,116,-092.5601620,G5040,L,U,131
,8,291339502004049,+36.9248414,4049,0,29,4049,210701004950482,BK,+36.9248414,S,Block 4049,2343105,950200,-089.3465527,4,32615,8,-089.3465527,G5040,L,R,133
,29,291353854002010,+38.6531194,2010,0,29,2010,210701005444918,BK,+38.6531194,S,Block 2010,7015555,385400,-092.7802863,2,47323,17,-092.7802863,G5040,L,R,135
,33,291353853002156,+38.5297164,2156,2724,29,2156,210701005444678,BK,+38.5297151,S,Block 2156,7310642,385300,-092.7156023,2,1029248,5,-092.7156031,G5040,B,R,135
,7,291353853002160,+38.5025525,2160,15453,29,2160,210701005451602,BK,+38.5026205,S,Block 2160,7313497,385300,-092.6978000,2,659549,3,-092.6977054,G5040,B,R,135
,3,291379601002047,+39.6492819,2047,0,29,2047,210701006443747,BK,+39.6492819,S,Block 2047,5194137,960100,-091.7370649,2,31023,4,-091.7370649,G5040,L,R,137
,0,291379602003005,+39.4856786,3005,0,29,3005,210701006444436,BK,+39.4856786,S,Block 3005,5403417,960200,-092.0025060,3,6466,0,-092.0025060,G5040,L,R,137
,132,291399702002026,+38.9762856,2026,0,29,2026,210701006449215,BK,+38.9762856,S,Block 2026,6811341,970200,-091.5117550,2,145950,63,-091.5117550,G5040,L,R,139
,12,291414702003029,+38.4423602,3029,0,29,3029,210701005444467,BK,+38.4423602,S,Block 3029,7473545,470200,-092.9938041,3,13686,1,-092.9938041,G5040,L,R,141
,6,291414701002052,+38.4798720,2052,0,29,2052,210701005435857,BK,+38.4798720,S,Block 2052,7435822,470100,-092.6950698,2,843711,3,-092.6950698,G5040,L,R,141
,5,291439606004020,+36.4280209,4020,0,29,4020,210701004955692,BK,+36.4280209,S,Block 4020,1778463,960600,-089.7041773,4,14358,1,-089.7041773,G5040,L,R,143
,16,291450202001005,+36.8570903,1005,0,29,1005,210701006706790,BK,+36.8570903,S,Block 1005,5874728,020200,-094.3827844,1,40430,2,-094.3827844,G5040,L,U,145
,8,291474704003048,+40.3428601,3048,0,29,3048,210701005274408,BK,+40.3428601,S,Block 3048,4823423,470400,-094.8647205,3,39912,1,-094.8647205,G5040,L,U,147
,32,291474703025004,+40.3521905,5004,0,29,5004,210701005274940,BK,+40.3521905,S,Block 5004,7992320,470302,-094.8846087,5,320959,8,-094.8846087,G5040,L,U,147
,330,291474703025007,+40.3511575,5007,0,29,5007,210701005274140,BK,+40.3511575,S,Block 5007,5512544,470302,-094.8804224,5,38824,1,-094.8804224,G5040,L,U,147
,49,291514903001041,+38.4413248,1041,0,29,1041,210701005693565,BK,+38.4413248,S,Block 1041,6605077,490300,-091.9965093,1,80653,32,-091.9965093,G5040,L,R,151
,57,291514901003011,+38.5129569,3011,0,29,3011,210701005693348,BK,+38.5129569,S,Block 3011,4632965,490100,-091.9472884,3,1323962,28,-091.9472884,G5040,L,R,151
,80,291514902003037,+38.4835848,3037,0,29,3037,210701005693928,BK,+38.4835848,S,Block 3037,6064823,490200,-091.8457268,3,122744,32,-091.8457268,G5040,L,R,151
,25,291514903003036,+38.3995109,3036,0,29,3036,210701005693578,BK,+38.3995109,S,Block 3036,6267755,490300,-091.8844864,3,235966,11,-091.8844864,G5040,L,R,151
,14,291514904002079,+38.3131848,2079,0,29,2079,210701005693812,BK,+38.3131848,S,Block 2079,6493451,490400,-091.9259477,2,165117,10,-091.9259477,G5040,L,R,151
,67,291514901001105,+38.5944202,1105,0,29,1105,210701005693679,BK,+38.5944202,S,Block 1105,4709042,490100,-091.8778399,1,9434605,36,-091.8778399,G5040,L,R,151
,25,291514903003036,+38.3995109,3036,0,29,3036,210701005693578,BK,+38.3995109,S,Block 3036,6267755,490300,-091.8844864,3,235966,11,-091.8844864,G5040,L,R,151
,52,291574704004011,+37.7232734,4011,0,29,4011,210701005559259,BK,+37.7232734,S,Block 4011,7834151,470400,-089.8758935,4,67414,16,-089.8758935,G5040,L,U,157
,38,291574704001025,+37.7229399,1025,0,29,1025,210701005558983,BK,+37.7229399,S,Block 1025,6190638,470400,-089.8663642,1,53990,15,-089.8663642,G5040,L,U,157
,58,291574705001074,+37.6404864,1074,0,29,1074,210701005559379,BK,+37.6400833,S,Block 1074,8042078,470500,-089.6249136,1,269921,31,-089.6229673,G5040,L,R,157
,2,291594809003024,+38.7091869,3024,0,29,3024,210701005387654,BK,+38.7091869,S,Block 3024,5714182,480900,-093.2318570,3,9327,8,-093.2318570,G5040,L,U,159
,0,291594809002056,+38.7045557,2056,0,29,2056,210701005387359,BK,+38.7045557,S,Block 2056,6172682,480900,-093.2254588,2,10980,0,-093.2254588,G5040,L,U,159
,172,291594804003014,+38.6991712,3014,70508,29,3014,210701005388176,BK,+38.6980247,S,Block 3014,5267594,480400,-093.1141650,3,2062079,59,-093.1096814,G5040,B,R,159
,11,291594802002134,+38.7317696,2134,2369,29,2134,210701005382603,BK,+38.7319407,S,Block 2134,6398757,480200,-093.4406096,2,977803,1,-093.4405241,G5040,B,R,159
,13,291618901002027,+38.0080342,2027,0,29,2027,210701005692843,BK,+38.0080342,S,Block 2027,4535740,890100,-091.5702584,2,3965954,11,-091.5702584,G5040,L,R,161
,0,291618904011004,+37.9573512,1004,0,29,1004,210701005692891,BK,+37.9573512,S,Block 1004,3360192,890401,-091.7742582,1,12801,0,-091.7742582,G5040,L,U,161
,119,291618909003025,+37.9328634,3025,0,29,3025,210701005692697,BK,+37.9328634,S,Block 3025,8085875,890900,-091.7497231,3,80637,75,-091.7497231,G5040,L,U,161
,20,291634603002058,+39.2802490,2058,1073,29,2058,210701006460321,BK,+39.2803377,S,Block 2058,351292,460300,-091.2088986,2,163980,15,-091.2091155,G5040,B,R,163
,649,291650301033002,+39.2158040,3002,0,29,3002,210701005466367,BK,+39.2158040,S,Block 3002,3318144,030103,-094.6664986,3,840282,275,-094.6664986,G5040,L,U,165
,167,291650300031021,+39.2025672,1021,0,29,1021,210701005464348,BK,+39.2025672,S,Block 1021,2033047,030003,-094.6042008,1,282633,62,-094.6042008,G5040,L,U,165
,91,291650305021033,+39.3679280,1033,0,29,1033,210701005464143,BK,+39.3679280,S,Block 1033,3107515,030502,-094.7777065,1,71842,65,-094.7777065,G5040,L,U,165
,13,291650306012066,+39.3172586,2066,0,29,2066,210701005465225,BK,+39.3172586,S,Block 2066,3333201,030601,-094.6299767,2,2275622,3,-094.6299767,G5040,L,R,165
,11,291650306012067,+39.3192275,2067,0,29,2067,210701005465223,BK,+39.3192275,S,Block 2067,3333200,030601,-094.6419955,2,1410197,7,-094.6419955,G5040,L,R,165
,179,291694702891008,+37.8108976,1008,803,29,1008,210701005727221,BK,+37.8122406,S,Block 1008,6692146,470289,-092.1369433,1,636625,80,-092.1359538,G5040,B,U,169
,44,291694704011017,+37.8145512,1017,53,29,1017,210701005727512,BK,+37.8141135,S,Block 1017,6126616,470401,-092.2134995,1,922741,25,-092.2133298,G5040,B,U,169
,0,291754905002015,+39.4176186,2015,0,29,2015,210701006446246,BK,+39.4176186,S,Block 2015,7686983,490500,-092.4386409,2,22977,1,-092.4386409,G5040,L,U,175
,49,291754905003007,+39.4015162,3007,23209,29,3007,210701006446237,BK,+39.4000853,S,Block 3007,6468594,490500,-092.4176741,3,1330732,21,-092.4175334,G5040,B,U,175
,182,291818704001024,+36.5584295,1024,0,29,1024,210701005441138,BK,+36.5584295,S,Block 1024,1773351,870400,-090.7546951,1,24277737,96,-090.7546951,G5040,L,R,181
,0,291833104001026,+38.7865094,1026,0,29,1026,210701005787019,BK,+38.7865094,S,Block 1026,7508741,310400,-090.4813278,1,49148,0,-090.4813278,G5040,L,U,183
,18,291833111243013,+38.7428375,3013,0,29,3013,210701005785735,BK,+38.7428375,S,Block 3013,3717635,311124,-090.6536766,3,83534,5,-090.6536766,G5040,L,U,183
,149,291833121951024,+38.8080084,1024,0,29,1024,210701005781868,BK,+38.8080084,S,Block 1024,4195838,312195,-090.8579487,1,240389,26,-090.8579487,G5040,L,U,183
