SUFFIX,POP100,GEOID,CENTLAT,BLOCK,AREAWATER,STATE,BASENAME,OID,LSADC,INTPTLAT,FUNCSTAT,NAME,OBJECTID,TRACT,CENTLON,BLKGRP,AREALAND,HU100,INTPTLON,MTFCC,LWBLKTYP,UR,COUNTY
,67,010010208013017,+32.4727150,3017,0,01,3017,210701003202859,BK,+32.4727150,S,Block 3017,4874056,020801,-086.5321356,3,1580110,25,-086.5321356,G5040,L,R,001
,546,010010203001011,+32.4741161,1011,9054,01,1011,210701003205525,BK,+32.4740862,S,Block 1011,3598850,020300,-086.4644315,1,1274691,237,-086.4644304,G5040,B,U,001
,10,010010202002016,+32.4603836,2016,0,01,2016,210701003205477,BK,+32.4603836,S,Block 2016,5774380,020200,-086.4712609,2,46802,5,-086.4712609,G5040,L,U,001
,17,010010207002015,+32.4558636,2015,0,01,2015,210701003205437,BK,+32.4558636,S,Block 2015,4750258,020700,-086.4659845,2,24475,8,-086.4659845,G5040,L,U,001
,0,010010202002015,+32.4619589,2015,0,01,2015,210701003205476,BK,+32.4619589,S,Block 2015,5774379,020200,-086.4710983,2,47360,0,-086.4710983,G5040,L,U,001
,0,010030116012040,+30.4112061,2040,0,01,2040,210701001951476,BK,+30.4112061,S,Block 2040,3482618,011601,-087.6005206,2,17778,0,-087.6005206,G5040,L,U,003
,3,010030108002040,+30.6002600,2040,0,01,2040,210701001952159,BK,+30.6002600,S,Block 2040,3483765,010800,-087.9036292,2,33816,1,-087.9036292,G5040,L,U,003
,8,010030112021017,+30.5108259,1017,0,01,1017,210701001952888,BK,+30.5108259,S,Block 1017,3483788,011202,-087.9003107,1,77872,3,-087.9003107,G5040,L,U,003
,3,010030109081025,+30.5623770,1025,0,01,1025,210701001953829,BK,+30.5623770,S,Block 1025,4786204,010908,-087.7148580,1,156517,3,-087.7148580,G5040,L,U,003
,585,010030114132000,+30.3194009,2000,669,01,2000,210701001953322,BK,+30.3206483,S,Block 2000,4778390,011413,-087.6730680,2,2815043,323,-087.6678560,G5040,B,U,003
,36,010030116012025,+30.4101590,2025,4748,01,2025,210701001951473,BK,+30.4101609,S,Block 2025,3482034,011601,-087.6089626,2,511394,26,-087.6089430,G5040,B,R,003
,6,010030107093065,+30.5564407,3065,15435,01,3065,210701001951427,BK,+30.5564442,S,Block 3065,3853347,010709,-087.8438741,3,3913706,5,-087.8438659,G5040,B,R,003
,233,010030107093007,+30.5993834,3007,0,01,3007,210701001949576,BK,+30.6007585,S,Block 3007,4893865,010709,-087.8400539,3,632231,85,-087.8415245,G5040,L,U,003
,26,010030115011098,+30.4545157,1098,2629,01,1098,210701001954993,BK,+30.4549938,S,Block 1098,5801428,011501,-087.7042369,1,629011,9,-087.7027695,G5040,B,R,003
,26,010030115011098,+30.4545157,1098,2629,01,1098,210701001954993,BK,+30.4549938,S,Block 1098,5801428,011501,-087.7042369,1,629011,9,-087.7027695,G5040,B,R,003
,16,010030115033008,+30.3916329,3008,0,01,3008,210701001952233,BK,+30.3916329,S,Block 3008,7084718,011503,-087.6907426,3,20176,3,-087.6907426,G5040,L,U,003
,8,010059506001019,+31.8854218,1019,0,01,1019,210701005037389,BK,+31.8854218,S,Block 1019,348525,950600,-085.1461702,1,15285,3,-085.1461702,G5040,L,U,005
,76,010090503012030,+34.0919638,2030,0,01,2030,210701003211475,BK,+34.0919638,S,Block 2030,8071697,050301,-086.4342682,2,1360092,31,-086.4342682,G5040,L,R,009
,21,010090501072038,+33.8848100,2038,0,01,2038,210701003210132,BK,+33.8848100,S,Block 2038,4373849,050107,-086.4069536,2,763266,11,-086.4069536,G5040,L,R,009
,11,010119522021008,+32.1424852,1008,0,01,1008,210701003601409,BK,+32.1424852,S,Block 1008,5673138,952202,-085.6997104,1,327226,8,-085.6997104,G5040,L,R,011
,40,010139529002012,+31.8361092,2012,0,01,2012,210701000585277,BK,+31.8361092,S,Block 2012,1809917,952900,-086.6425956,2,138095,16,-086.6425956,G5040,L,U,013
,23,010150007003038,+33.7175456,3038,0,01,3038,210701005071255,BK,+33.7175456,S,Block 3038,2258728,000700,-085.8145351,3,126967,12,-085.8145351,G5040,L,U,015
,57,010150009001013,+33.6541672,1013,0,01,1013,210701005070588,BK,+33.6541672,S,Block 1013,2258722,000900,-085.7938612,1,457110,26,-085.7938612,G5040,L,U,015
,40,010150012023007,+33.5908462,3007,0,01,3007,210701005071681,BK,+33.5908462,S,Block 3007,2538129,001202,-085.8724089,3,67614,18,-085.8724089,G5040,L,U,015
,203,010150002002000,+33.6661067,2000,0,01,2000,210701005069529,BK,+33.6661067,S,Block 2000,176061,000200,-085.8083517,2,1043425,104,-085.8083517,G5040,L,U,015
,14,010150003001043,+33.6696531,1043,0,01,1043,210701005069638,BK,+33.6696531,S,Block 1043,786017,000300,-085.8304300,1,16920,6,-085.8304300,G5040,L,U,015
,0,010150007004033,+33.7242735,4033,0,01,4033,210701005068456,BK,+33.7242735,S,Block 4033,958624,000700,-085.7925688,4,67936,0,-085.7925688,G5040,L,R,015
,33,010150023001059,+33.9192354,1059,81910,01,1059,210701005067761,BK,+33.9209027,S,Block 1059,433010,002300,-085.7103289,1,5311276,15,-085.7056667,G5040,B,R,015
,0,010179540024022,+32.8670032,4022,0,01,4022,210701005078175,BK,+32.8670032,S,Block 4022,2370389,954002,-085.4024505,4,3943742,0,-085.4024505,G5040,L,R,017
,6,010179539002007,+32.8752372,2007,0,01,2007,210701005077431,BK,+32.8752372,S,Block 2007,1134658,953900,-085.2110170,2,302975,3,-085.2110170,G5040,L,R,017
,0,010179547001012,+32.8048682,1012,0,01,1012,210701005078412,BK,+32.8048682,S,Block 1012,1015271,954700,-085.1774518,1,18610,0,-085.1774518,G5040,L,U,017
,31,010179543001014,+32.8192599,1014,0,01,1014,210701005078382,BK,+32.8192599,S,Block 1014,2017484,954300,-085.1947431,1,229175,13,-085.1947431,G5040,L,R,017
,19,010210604011033,+32.9357669,1033,0,01,1033,210701003206869,BK,+32.9381728,S,Block 1033,1838932,060401,-086.7322461,1,337988,7,-086.7343983,G5040,L,R,021
,38,010239568003019,+32.0823252,3019,0,01,3019,210701001388466,BK,+32.0823252,S,Block 3019,7741379,956800,-088.2257223,3,551518,34,-088.2257223,G5040,L,R,023
,51,010239569002065,+31.9228660,2065,0,01,2065,210701001387970,BK,+31.9228660,S,Block 2065,7634397,956900,-088.3306754,2,2201425,30,-088.3306754,G5040,L,R,023
,1,010259578002010,+31.7359596,2010,0,01,2010,210701004313117,BK,+31.7359596,S,Block 2010,6258073,957800,-087.7637889,2,698898,0,-087.7637889,G5040,L,R,025
,21,010279591001006,+33.2487653,1006,0,01,1006,210701005015561,BK,+33.2487653,S,Block 1006,5130964,959100,-085.8157000,1,482382,3,-085.8157000,G5040,L,R,027
,0,010279590001038,+33.2839662,1038,2400,01,1038,210701005015436,BK,+33.2846698,S,Block 1038,7548690,959000,-085.7960562,1,298865,3,-085.7940652,G5040,B,R,027
,259,010310103001049,+31.4336979,1049,0,01,1049,210701001187611,BK,+31.4336979,S,Block 1049,273376,010300,-085.9110394,1,21487077,84,-085.9110394,G5040,L,R,031
,11,010310109001030,+31.3115395,1030,0,01,1030,210701001188005,BK,+31.3115395,S,Block 1030,2487496,010900,-085.8547160,1,89650,4,-085.8547160,G5040,L,U,031
,70,010330206004016,+34.7212286,4016,0,01,4016,210701001477805,BK,+34.7212286,S,Block 4016,906718,020600,-087.6755602,4,56436,54,-087.6755602,G5040,L,U,033
,30,010419636003037,+31.6920709,3037,0,01,3037,210701001185420,BK,+31.6920709,S,Block 3037,640072,963600,-086.2727018,3,2001778,14,-086.2727018,G5040,L,R,041
,77,010419639001034,+31.5805015,1034,0,01,1034,210701001185212,BK,+31.5805015,S,Block 1034,1093958,963900,-086.2505153,1,1099716,45,-086.2505153,G5040,L,R,041
,0,010439649013044,+34.1778950,3044,0,01,3044,210701002468217,BK,+34.1778950,S,Block 3044,7396275,964901,-086.8412864,3,13587,1,-086.8412864,G5040,L,U,043
,0,010439649011022,+34.1741554,1022,0,01,1022,210701002468044,BK,+34.1741554,S,Block 1022,3769068,964901,-086.8376911,1,14298,0,-086.8376911,G5040,L,U,043
,3,010439643002039,+34.2674989,2039,0,01,2039,210701002466662,BK,+34.2674989,S,Block 2039,6498436,964300,-086.8845525,2,155937,2,-086.8845525,G5040,L,R,043
,0,010439649012018,+34.1703954,2018,5326,01,2018,210701002468281,BK,+34.1703765,S,Block 2018,6766193,964901,-086.8081884,2,1402848,0,-086.8081728,G5040,B,R,043
,33,010439650011041,+34.1538383,1041,0,01,1041,210701002467783,BK,+34.1538383,S,Block 1041,4533867,965001,-086.8318536,1,58580,0,-086.8318536,G5040,L,U,043
,48,010479567021024,+32.3891880,1024,0,01,1024,210701003208290,BK,+32.3891880,S,Block 1024,5131133,956702,-087.0750342,1,375085,24,-087.0750342,G5040,L,U,047
,323,010479567011006,+32.4093926,1006,668,01,1006,210701003209356,BK,+32.4113245,S,Block 1006,5494705,956701,-087.0674104,1,1645250,142,-087.0661610,G5040,B,U,047
,86,010479568002009,+32.4251788,2009,0,01,2009,210701003209040,BK,+32.4251788,S,Block 2009,4314946,956800,-087.0484907,2,71539,40,-087.0484907,G5040,L,U,047
,31,010479564002016,+32.4282824,2016,0,01,2016,210701003208889,BK,+32.4282824,S,Block 2016,5494076,956400,-087.0137538,2,17111,11,-087.0137538,G5040,L,U,047
,62,010499604022025,+34.5102402,2025,0,01,2025,210701005096104,BK,+34.5102402,S,Block 2025,3215330,960402,-085.8300669,2,743418,29,-085.8300669,G5040,L,R,049
,146,010499607011053,+34.2824481,1053,0,01,1053,210701005095918,BK,+34.2824481,S,Block 1053,2419135,960701,-086.0562860,1,2235734,53,-086.0562860,G5040,L,R,049
,32,010510312001000,+32.5333730,1000,302215,01,1000,210701003213069,BK,+32.5319594,S,Block 1000,4090214,031200,-086.2863253,1,6586219,16,-086.2887899,G5040,B,R,051
,0,010510310021011,+32.5113595,1011,0,01,1011,210701003214379,BK,+32.5113595,S,Block 1011,5955852,031002,-086.3830256,1,256769,0,-086.3830256,G5040,L,U,051
,9,010510313001014,+32.4805744,1014,393,01,1014,210701003214525,BK,+32.4817350,S,Block 1014,4436769,031300,-086.4060537,1,663169,2,-086.4071383,G5040,B,R,051
,63,010510306004003,+32.6149736,4003,27837,01,4003,210701003213399,BK,+32.6150231,S,Block 4003,5959571,030600,-086.1186376,4,2622623,24,-086.1188527,G5040,B,R,051
,11,010539705004021,+31.0212237,4021,0,01,4021,210701004336396,BK,+31.0212237,S,Block 4021,4258849,970500,-087.5096775,4,396135,3,-087.5096775,G5040,L,R,053
,9,010539707001076,+31.0033699,1076,0,01,1076,210701004337798,BK,+31.0033699,S,Block 1076,5187261,970700,-087.4903825,1,166043,4,-087.4903825,G5040,L,U,053
,0,010550002002022,+34.0236768,2022,0,01,2022,210701005097209,BK,+34.0236768,S,Block 2022,3460844,000200,-085.9888965,2,23204,0,-085.9888965,G5040,L,U,055
,0,010550012001019,+34.0149716,1019,0,01,1019,210701005100159,BK,+34.0149716,S,Block 1019,3611791,001200,-086.0127070,1,40733,0,-086.0127070,G5040,L,U,055
,0,010550009002043,+33.9923066,2043,0,01,2043,210701005100188,BK,+33.9923066,S,Block 2043,3612903,000900,-086.0505076,2,274394,0,-086.0505076,G5040,L,U,055
,29,010550104021048,+33.9656350,1048,0,01,1048,210701005099342,BK,+33.9656350,S,Block 1048,8088487,010402,-086.0622629,1,166227,13,-086.0622629,G5040,L,U,055
,0,010550105061018,+33.9573142,1018,0,01,1018,210701005098655,BK,+33.9573142,S,Block 1018,7613715,010506,-085.9340687,1,22702,0,-085.9340687,G5040,L,U,055
,12,010650404013018,+32.6998446,3018,0,01,3018,210701003198264,BK,+32.6998446,S,Block 3018,1227602,040401,-087.5836221,3,69125,14,-087.5836221,G5040,L,R,065
,87,010670302001031,+31.5848692,1031,0,01,1031,210701003597571,BK,+31.5848692,S,Block 1031,3799302,030200,-085.2574473,1,5925860,52,-085.2574473,G5040,L,R,067
,42,010690402043003,+31.2452347,3003,0,01,3003,210701005040052,BK,+31.2452347,S,Block 3003,3105350,040204,-085.4502116,3,148299,9,-085.4502116,G5040,L,U,069
,62,010690403022005,+31.2654961,2005,0,01,2005,210701005040701,BK,+31.2654961,S,Block 2005,2817207,040302,-085.4292612,2,1001697,19,-085.4292612,G5040,L,U,069
,100,010690409001027,+31.1771035,1027,17467,01,1027,210701005041866,BK,+31.1771277,S,Block 1027,2530175,040900,-085.3451920,1,2906162,34,-085.3451917,G5040,B,R,069
,190,010690402043022,+31.2414262,3022,0,01,3022,210701005039658,BK,+31.2414262,S,Block 3022,3892595,040204,-085.4376363,3,183974,184,-085.4376363,G5040,L,U,069
,4,010690405001008,+31.2246474,1008,0,01,1008,210701005038724,BK,+31.2246474,S,Block 1008,3098341,040500,-085.4067572,1,19031,2,-085.4067572,G5040,L,U,069
,203,010690410003014,+31.2002844,3014,0,01,3014,210701005040422,BK,+31.2002844,S,Block 3014,3886595,041000,-085.3827503,3,251159,55,-085.3827503,G5040,L,U,069
,14,010719501011054,+34.8758811,1054,0,01,1054,210701005104063,BK,+34.8758811,S,Block 1054,2685193,950101,-085.5874371,1,282623,10,-085.5874371,G5040,L,R,071
,73,010719501012093,+34.8987232,2093,0,01,2093,210701005105746,BK,+34.8987232,S,Block 2093,3424687,950101,-085.6281333,2,745556,30,-085.6281333,G5040,L,R,071
,4,010730107024023,+33.4764288,4023,0,01,4023,210701003373935,BK,+33.4764288,S,Block 4023,1436608,010702,-086.7954228,4,48713,4,-086.7954228,G5040,L,U,073
,28,010730048002003,+33.4985684,2003,0,01,2003,210701003375783,BK,+33.4985684,S,Block 2003,2647724,004800,-086.7872169,2,35504,20,-086.7872169,G5040,L,U,073
,9,010730056001006,+33.5167791,1006,0,01,1006,210701003374425,BK,+33.5167791,S,Block 1006,2416392,005600,-086.7421794,1,68031,1,-086.7421794,G5040,L,U,073
,0,010730107061047,+33.4437939,1047,0,01,1047,210701003366750,BK,+33.4437939,S,Block 1047,1453252,010706,-086.8320922,1,36839,0,-086.8320922,G5040,L,U,073
,23,010730051031040,+33.4877918,1040,0,01,1040,210701003372958,BK,+33.4877918,S,Block 1040,2863498,005103,-086.8292245,1,25011,7,-086.8292245,G5040,L,U,073
,0,010730027025028,+33.5193087,5028,0,01,5028,210701003361785,BK,+33.5193087,S,Block 5028,3730621,002702,-086.8080122,5,10701,0,-086.8080122,G5040,L,U,073
,846,010730127013008,+33.5528414,3008,0,01,3008,210701003371223,BK,+33.5528414,S,Block 3008,1453346,012701,-086.6515190,3,2018851,336,-086.6515190,G5040,L,U,073
,176,010730023062015,+33.5121710,2015,0,01,2015,210701003374744,BK,+33.5121710,S,Block 2015,2434520,002306,-086.7568480,2,774974,110,-086.7568480,G5040,L,U,073
,166,010730023062013,+33.5155744,2013,0,01,2013,210701003379175,BK,+33.5155744,S,Block 2013,1234049,002306,-086.7565473,2,381357,102,-086.7565473,G5040,L,U,073
,84,010730104021033,+33.3832236,1033,0,01,1033,210701003375709,BK,+33.3832236,S,Block 1033,2605053,010402,-086.9808074,1,222331,39,-086.9808074,G5040,L,U,073
,51,010730050003005,+33.4938266,3005,0,01,3005,210701003376018,BK,+33.4938266,S,Block 3005,2625714,005000,-086.8127969,3,22734,45,-086.8127969,G5040,L,U,073
,103,010730040001041,+33.4952133,1041,0,01,1041,210701003375672,BK,+33.4952133,S,Block 1041,799679,004000,-086.8435337,1,66796,65,-086.8435337,G5040,L,U,073
,165,010730059033010,+33.6019881,3010,0,01,3010,210701003374691,BK,+33.6019881,S,Block 3010,2434488,005903,-086.6883977,3,216631,63,-086.6883977,G5040,L,U,073
,5,010730107022047,+33.4796900,2047,0,01,2047,210701003366082,BK,+33.4796900,S,Block 2047,1788786,010702,-086.7969361,2,5352,2,-086.7969361,G5040,L,U,073
,67,010730117103041,+33.6909675,3041,0,01,3041,210701003385818,BK,+33.6909675,S,Block 3041,5088540,011710,-086.8162375,3,227141,27,-086.8162375,G5040,L,U,073
,351,010730124021001,+33.5598919,1001,0,01,1001,210701003363317,BK,+33.5598919,S,Block 1001,800943,012402,-086.8950485,1,562587,166,-086.8950485,G5040,L,U,073
,822,010730117101003,+33.6586706,1003,0,01,1003,210701003367776,BK,+33.6586706,S,Block 1003,1456130,011710,-086.8029987,1,1858901,398,-086.8029987,G5040,L,U,073
,16,010730143043007,+33.4340260,3007,0,01,3007,210701003377110,BK,+33.4340260,S,Block 3007,801679,014304,-086.8715506,3,117666,1,-086.8715506,G5040,L,U,073
,7,010730102002113,+33.4026601,2113,0,01,2113,210701003368521,BK,+33.4026601,S,Block 2113,799665,010200,-086.9607553,2,10572,1,-086.9607553,G5040,L,U,073
,0,010730129101026,+33.4258123,1026,0,01,1026,210701003372473,BK,+33.4258123,S,Block 1026,5420906,012910,-086.7368468,1,15657,0,-086.7368468,G5040,L,U,073
,57,010730127032004,+33.4806452,2004,31491,01,2004,210701003371898,BK,+33.4802712,S,Block 2004,1676354,012703,-086.6592528,2,977804,2,-086.6590831,G5040,B,R,073
,26,010730140011005,+33.4911228,1005,0,01,1005,210701003372624,BK,+33.4911228,S,Block 1005,2862302,014001,-087.0892460,1,2013799,9,-087.0892460,G5040,L,R,073
,47,010730108022000,+33.4947569,2000,0,01,2000,210701003383062,BK,+33.4947569,S,Block 2000,6794146,010802,-086.7582533,2,72591,18,-086.7582533,G5040,L,U,073
,11,010730106031007,+33.4697970,1007,0,01,1007,210701003368561,BK,+33.4697970,S,Block 1007,800175,010603,-086.9253319,1,27902,3,-086.9253319,G5040,L,U,073
,3,010730112051049,+33.6920295,1049,0,01,1049,210701003375860,BK,+33.6920295,S,Block 1049,2651297,011205,-086.6884724,1,124809,2,-086.6884724,G5040,L,U,073
,117,010730022001073,+33.5491202,1073,0,01,1073,210701003377706,BK,+33.5491202,S,Block 1073,1491564,002200,-086.7296388,1,41154,2,-086.7296388,G5040,L,U,073
,0,010730034002017,+33.5092025,2017,0,01,2017,210701003364875,BK,+33.5092025,S,Block 2017,1489730,003400,-086.8996075,2,7303,1,-086.8996075,G5040,L,U,073
,18,010730052003016,+33.4785174,3016,0,01,3016,210701003381358,BK,+33.4785174,S,Block 3016,6297236,005200,-086.8612793,3,12107,5,-086.8612793,G5040,L,U,073
,0,010730111083011,+33.6223871,3011,0,01,3011,210701003373643,BK,+33.6223871,S,Block 3011,1436027,011108,-086.6104943,3,48130,0,-086.6104943,G5040,L,U,073
,31,010730113042053,+33.7540771,2053,0,01,2053,210701003381614,BK,+33.7540771,S,Block 2053,6307060,011304,-086.8104397,2,179647,9,-086.8104397,G5040,L,R,073
,54,010730144091045,+33.3874676,1045,0,01,1045,210701003373130,BK,+33.3874676,S,Block 1045,810179,014409,-086.8156312,1,135177,19,-086.8156312,G5040,L,U,073
,0,010730005003016,+33.5472735,3016,0,01,3016,210701003363065,BK,+33.5472735,S,Block 3016,3725082,000500,-086.7720561,3,4514,0,-086.7720561,G5040,L,U,073
,20,010730056003000,+33.5217657,3000,0,01,3000,210701003371644,BK,+33.5217657,S,Block 3000,2188372,005600,-086.7248018,3,28681,15,-086.7248018,G5040,L,U,073
,358,010730141041021,+33.3127702,1021,0,01,1021,210701003384964,BK,+33.3127702,S,Block 1021,5645152,014104,-087.0471658,1,1196273,152,-087.0471658,G5040,L,R,073
,141,010730001001003,+33.5829721,1003,0,01,1003,210701003384755,BK,+33.5829721,S,Block 1003,5302129,000100,-086.7088894,1,70937,83,-086.7088894,G5040,L,U,073
,7,010730110032018,+33.5452932,2018,0,01,2018,210701003383764,BK,+33.5452932,S,Block 2018,4792211,011003,-086.5514735,2,87253,7,-086.5514735,G5040,L,U,073
,13,010730021001006,+33.5656265,1006,0,01,1006,210701003363164,BK,+33.5656265,S,Block 1006,1676381,002100,-086.7088032,1,17928,9,-086.7088032,G5040,L,U,073
,13,010730108062027,+33.5120159,2027,0,01,2027,210701003364087,BK,+33.5120159,S,Block 2027,1492685,010806,-086.7035913,2,53354,5,-086.7035913,G5040,L,U,073
,2,010730032001032,+33.5107210,1032,0,01,1032,210701003385591,BK,+33.5107210,S,Block 1032,7998465,003200,-086.8821436,1,5716,1,-086.8821436,G5040,L,U,073
,38,010730112063038,+33.7403241,3038,0,01,3038,210701003363671,BK,+33.7403241,S,Block 3038,3727266,011206,-086.6437031,3,83005,11,-086.6437031,G5040,L,R,073
,13,010730021001006,+33.5656265,1006,0,01,1006,210701003363164,BK,+33.5656265,S,Block 1006,1676381,002100,-086.7088032,1,17928,9,-086.7088032,G5040,L,U,073
,300,010730051012009,+33.4919054,2009,0,01,2009,210701003375486,BK,+33.4919054,S,Block 2009,2427086,005101,-086.8372705,2,160044,217,-086.8372705,G5040,L,U,073
,92,010730057012003,+33.4574760,2003,0,01,2003,210701003375035,BK,+33.4574760,S,Block 2003,831957,005701,-086.8898303,2,93218,44,-086.8898303,G5040,L,U,073
,0,010730003002004,+33.5399783,2004,0,01,2004,210701003375518,BK,+33.5399783,S,Block 2004,2623817,000300,-086.7540603,2,29302,0,-086.7540603,G5040,L,U,073
,11,010730022001080,+33.5494809,1080,0,01,1080,210701003375365,BK,+33.5494809,S,Block 1080,2603163,002200,-086.7392680,1,9010,3,-086.7392680,G5040,L,U,073
,219,010730023063002,+33.5301558,3002,0,01,3002,210701003379153,BK,+33.5301558,S,Block 3002,5086120,002306,-086.7363798,3,252232,151,-086.7363798,G5040,L,U,073
,82,010730129201002,+33.4199929,1002,0,01,1002,210701003384780,BK,+33.4199929,S,Block 1002,5305831,012920,-086.8052525,1,90734,41,-086.8052525,G5040,L,U,073
,704,010730059052008,+33.6032170,2008,0,01,2008,210701003371849,BK,+33.6032170,S,Block 2008,2188380,005905,-086.7073903,2,634579,281,-086.7073903,G5040,L,U,073
,0,010730107021008,+33.4865910,1008,0,01,1008,210701003379418,BK,+33.4865910,S,Block 1008,1232563,010702,-086.7910526,1,35511,4,-086.7910526,G5040,L,U,073
,0,010730106051082,+33.4902660,1082,0,01,1082,210701003381546,BK,+33.4902660,S,Block 1082,6878301,010605,-086.9148453,1,8535,0,-086.9148453,G5040,L,U,073
,115,010730129181009,+33.3866336,1009,18675,01,1009,210701003371685,BK,+33.3855205,S,Block 1009,2860980,012918,-086.7902834,1,227308,50,-086.7875683,G5040,B,U,073
,319,010730129211005,+33.4476326,1005,0,01,1005,210701003365467,BK,+33.4476326,S,Block 1005,2433220,012921,-086.7970928,1,301658,153,-086.7970928,G5040,L,U,073
,324,010770115042032,+34.8463209,2032,0,01,2032,210701001495667,BK,+34.8463209,S,Block 2032,1842221,011504,-087.6561156,2,496107,207,-087.6561156,G5040,L,U,077
,146,010770111014000,+34.8494830,4000,0,01,4000,210701001495282,BK,+34.8494830,S,Block 4000,1260996,011101,-087.6945425,4,379080,79,-087.6945425,G5040,L,U,077
,5,010770116051046,+34.8593113,1046,0,01,1046,210701001494884,BK,+34.8593113,S,Block 1046,1070309,011605,-087.5385671,1,41810,1,-087.5385671,G5040,L,R,077
,3,010770101001050,+34.8050138,1050,0,01,1050,210701001494946,BK,+34.8050138,S,Block 1050,1067988,010100,-087.6626167,1,26529,4,-087.6626167,G5040,L,U,077
,6,010799798003085,+34.4839484,3085,0,01,3085,210701001480205,BK,+34.4839484,S,Block 3085,6616679,979800,-087.3575519,3,183149,3,-087.3575519,G5040,L,R,079
,256,010810420024020,+32.5301129,4020,0,01,4020,210701005101079,BK,+32.5301129,S,Block 4020,6304787,042002,-085.0597025,4,1872794,102,-085.0597025,G5040,L,R,081
,478,010810411022001,+32.6359380,2001,32141,01,2001,210701005103685,BK,+32.6365877,S,Block 2001,3966283,041102,-085.4515145,2,530525,201,-085.4511974,G5040,B,U,081
,197,010810404031006,+32.5848605,1006,0,01,1006,210701005101179,BK,+32.5848605,S,Block 1006,5588291,040403,-085.4800097,1,664966,87,-085.4800097,G5040,L,U,081
,0,010810411032007,+32.6420960,2007,0,01,2007,210701005102916,BK,+32.6420960,S,Block 2007,8134406,041103,-085.4280856,2,13837,0,-085.4280856,G5040,L,U,081
,108,010810411032021,+32.6291216,2021,1384,01,2021,210701005101542,BK,+32.6292390,S,Block 2021,5729587,041103,-085.4342253,2,423540,45,-085.4344201,G5040,B,U,081
,2036,010810420071000,+32.4872345,1000,2719,01,1000,210701005101413,BK,+32.4913070,S,Block 1000,4692626,042007,-085.1079869,1,3219947,789,-085.1044324,G5040,B,U,081
,7,010830207002025,+34.8113221,2025,0,01,2025,210701001499750,BK,+34.8113221,S,Block 2025,2561806,020700,-086.9466461,2,162933,1,-086.9466461,G5040,L,U,083
,154,010830209001071,+34.7888098,1071,24273,01,1071,210701001501031,BK,+34.7888306,S,Block 1071,1613536,020900,-086.9360110,1,378481,48,-086.9359515,G5040,B,U,083
,60,010830202022101,+34.9855207,2101,4033,01,2101,210701001501356,BK,+34.9854761,S,Block 2101,870879,020202,-086.9501014,2,4153051,29,-086.9501695,G5040,B,R,083
,22,010857810001085,+32.2771315,1085,0,01,1085,210701001186004,BK,+32.2794438,S,Block 1085,2328121,781000,-086.6132820,1,179530,9,-086.6121750,G5040,L,R,085
,73,010890012001010,+34.7350315,1010,0,01,1010,210701005153106,BK,+34.7350315,S,Block 1010,5423718,001200,-086.6031727,1,139677,47,-086.6031727,G5040,L,U,089
,30,010890026003002,+34.6898902,3002,0,01,3002,210701005150824,BK,+34.6898902,S,Block 3002,6365334,002600,-086.5729863,3,102539,14,-086.5729863,G5040,L,U,089
,4,010890022002014,+34.7145861,2014,0,01,2014,210701005153464,BK,+34.7145861,S,Block 2014,5258358,002200,-086.6254015,2,107480,4,-086.6254015,G5040,L,U,089
,0,010890026001006,+34.6969852,1006,0,01,1006,210701005151352,BK,+34.6969852,S,Block 1006,7538812,002600,-086.5830133,1,209242,0,-086.5830133,G5040,L,U,089
,183,010890106263017,+34.7629466,3017,0,01,3017,210701005148442,BK,+34.7606958,S,Block 3017,7319403,010626,-086.6755768,3,638558,127,-086.6741863,G5040,L,U,089
,18,010890019013013,+34.7062663,3013,0,01,3013,210701005151761,BK,+34.7062663,S,Block 3013,6365343,001901,-086.5580676,3,75983,5,-086.5580676,G5040,L,U,089
,3,010890109053060,+34.6704035,3060,0,01,3060,210701005148716,BK,+34.6704035,S,Block 3060,7330513,010905,-086.4912616,3,190152,2,-086.4912616,G5040,L,U,089
,0,010890014032009,+34.7456708,2009,0,01,2009,210701005151664,BK,+34.7456708,S,Block 2009,6576111,001403,-086.6912884,2,172972,0,-086.6912884,G5040,L,U,089
,0,010890027222003,+34.6685200,2003,0,01,2003,210701005150542,BK,+34.6685200,S,Block 2003,6444036,002722,-086.5373397,2,47148,0,-086.5373397,G5040,L,U,089
,164,010890029242016,+34.6002700,2016,0,01,2016,210701005149558,BK,+34.6002700,S,Block 2016,5673916,002924,-086.5471407,2,555132,85,-086.5471407,G5040,L,U,089
,1,010890027011008,+34.6686902,1008,0,01,1008,210701005154499,BK,+34.6686902,S,Block 1008,5260236,002701,-086.5693693,1,287360,1,-086.5693693,G5040,L,U,089
,228,010890106261031,+34.7591507,1031,0,01,1031,210701005150533,BK,+34.7591507,S,Block 1031,6443444,010626,-086.6526870,1,759202,1,-086.6526870,G5040,L,U,089
,0,010890031001026,+34.7316339,1026,0,01,1026,210701005152699,BK,+34.7316339,S,Block 1026,6578348,003100,-086.5846862,1,12317,0,-086.5846862,G5040,L,U,089
,0,010890013012019,+34.7408499,2019,0,01,2019,210701005149547,BK,+34.7408499,S,Block 2019,5673363,001301,-086.6365329,2,12005,0,-086.6365329,G5040,L,U,089
,0,010890014043018,+34.7288650,3018,0,01,3018,210701005151742,BK,+34.7288650,S,Block 3018,6145510,001404,-086.6547395,3,140095,0,-086.6547395,G5040,L,U,089
