,Unnamed: 0,County,total_popE,total_popM,whiteE,whiteM,blackE,blackM,native_americanE,native_americanM,asianE,asianM,pacific_islanderE,pacific_islanderM,other_raceE,other_raceM,two_or_moreE,two_or_moreM,med_incE,med_incM,hispanicE,hispanicM,poverty_incomeE,poverty_incomeM,poverty_totalE,poverty_totalM,number_of_schools,schools_per_capita,schools_per_10000,considered_low_income,poverty_rate,State
0,0,Anchorage Municipality,290674,,172004,1355,15469,820,21507,1067,28440,1050,8563,433,7728,1290,36963,2107,95731,2829,28162,,27415,2611,284386,399,13,4.4723642293428376e-05,0.4472364229342838,69096.0,9.640066669948592,Alaska
1,1,Fairbanks North Star Borough,96299,,68726,733,3979,446,6733,837,3032,313,653,25,1672,514,11504,1216,81655,4690,8038,,6356,768,92321,221,6,6.23059429485249e-05,0.6230594294852491,69096.0,6.884674126146814,Alaska
2,2,Bristol Bay Borough,854,87.0,387,69,3,4,269,50,48,42,17,17,22,36,108,38,94167,12682,74,41.0,66,84,837,85,1,0.0011709601873536,11.7096018735363,69096.0,7.885304659498208,Alaska
3,3,Juneau City and Borough,32108,,20543,297,345,125,3018,372,2317,220,437,13,620,296,4828,450,95711,6801,2300,,2176,449,31517,144,2,6.228977201943441e-05,0.6228977201943441,69096.0,6.904210426119237,Alaska
4,5,Kenai Peninsula Borough,59235,,47151,377,424,128,4389,378,1021,165,222,14,1006,311,5022,481,76272,3470,2623,,7265,996,57908,181,2,3.376382206465772e-05,0.3376382206465772,69096.0,12.545762243558748,Alaska
5,6,Matanuska-Susitna Borough,108661,,86055,451,1392,140,6743,510,1956,184,464,110,1449,312,10602,639,86435,2503,6074,,10810,854,105794,228,2,1.840586779065166e-05,0.1840586779065166,69096.0,10.217970773389794,Alaska
6,12,Dillingham Census Area,4854,,775,113,76,189,3451,270,78,24,3,5,2,5,469,161,69412,26682,162,,765,153,4814,18,1,0.0002060156571899,2.0601565718994643,69096.0,15.8911508101371,Alaska
7,15,Southeast Fairbanks Census Area,6888,,5163,137,61,25,881,80,214,31,17,22,181,146,371,95,75378,7772,491,,898,245,6820,30,1,0.0001451800232288,1.4518002322880372,69096.0,13.167155425219942,Alaska
8,19,Kodiak Island Borough,13065,,6612,307,120,56,1492,167,2964,152,2,4,89,76,1786,374,91138,11155,1150,,1027,274,12777,41,1,7.654037504783774e-05,0.7654037504783774,69096.0,8.037880566643187,Alaska
9,29,Jefferson County,12273,,11437,76,37,29,140,79,49,19,0,17,75,53,535,95,73875,9063,366,,609,157,12047,47,45,0.0036665851869958,36.665851869958445,47687.2,5.05520046484602,Alabama
10,31,Jackson County,53176,,39415,287,7721,307,68,73,1935,115,81,76,1462,322,2494,373,44847,2947,2490,,11449,876,49871,56,1,1.8805476154656235e-05,0.1880547615465623,47687.2,22.957229652503457,Alabama
11,32,Madison County,68020,,62497,453,1141,189,227,51,688,89,0,31,609,181,2858,496,68869,2781,1695,,5961,743,62575,85,24,0.0003528374007644,3.5283740076448105,47687.2,9.526168597682782,Alabama
12,33,Dallas County,6472,,3405,70,2856,119,0,18,4,8,37,49,18,21,152,86,40085,9399,82,60.0,723,256,6071,19,4,0.0006180469715698,6.1804697156983925,47687.2,11.909075934771868,Alabama
13,34,Houston County,8253,,7728,31,281,98,25,29,27,55,19,27,0,19,173,93,51544,3956,234,,1066,237,7966,87,5,0.0006058403004967,6.058403004967891,47687.2,13.38187296008034,Alabama
14,35,Autauga County,58761,,43747,345,11496,525,59,71,658,218,0,30,321,243,2480,668,68315,4941,1864,,6630,1081,58291,87,5,8.509045114957199e-05,0.8509045114957199,47687.2,11.373968537166974,Alabama
15,42,Lauderdale County,94329,,79592,632,9317,408,315,111,576,151,64,52,697,320,3768,829,56081,3092,2803,,12188,1049,91894,75,3,3.180358108322997e-05,0.3180358108322997,47687.2,13.263107493416326,Alabama
16,46,Cullman County,88284,,81077,527,960,151,355,236,278,82,27,34,1460,575,4127,706,58119,2269,4056,,11364,1244,87201,68,4,4.5308323138960625e-05,0.4530832313896062,47687.2,13.031960642653182,Alabama
17,49,Baldwin County,43778,,23141,179,18284,282,50,26,695,129,59,103,444,185,1105,310,54699,3336,1161,,8864,1128,39122,188,9,0.0002055827127781,2.055827127781077,47687.2,22.657328357445937,Alabama
18,53,Montgomery County,856399,,650218,2072,78309,1384,1420,585,67279,1046,312,187,15619,1823,43242,2393,107441,1366,48524,,52365,3151,835381,469,15,1.751520027463834e-05,0.1751520027463834,47687.2,6.268397294168769,Alabama
19,55,St. Clair County,91719,,78169,405,8985,397,310,118,373,210,61,95,1215,632,2606,602,73218,4451,2325,,9786,1459,89634,155,2,2.1805732727133964e-05,0.2180573272713396,47687.2,10.91773211058304,Alabama
20,59,Shelby County,6049,,5731,13,130,59,33,33,14,10,0,17,57,50,84,49,50387,3722,140,,866,195,5830,35,11,0.001818482393784,18.184823937840967,47687.2,14.854202401372213,Alabama
21,61,Mobile County,413878,,234657,605,150071,982,1625,295,8383,416,95,53,5107,767,13940,1071,55352,1348,12565,,71353,3600,406199,315,24,5.798810277424748e-05,0.5798810277424749,47687.2,17.566020595816337,Alabama
22,63,Crenshaw County,13205,,9386,86,3059,149,10,13,154,40,6,10,142,96,448,152,48557,3908,335,,1916,300,12895,64,2,0.0001514577811435,1.5145778114350623,47687.2,14.858472276075998,Alabama
23,66,Clarke County,9737,,8354,459,4,6,18,36,52,33,0,15,673,480,636,335,63120,4981,1608,,1611,513,9524,63,1,0.0001027010372804,1.0270103728047653,47687.2,16.915161696766067,Alabama
24,67,Hale County,14742,,5663,159,8373,277,42,64,9,17,0,20,11,15,644,311,35851,7915,25,25.0,3613,749,14448,70,1,6.78334011667345e-05,0.678334011667345,47687.2,25.00692137320044,Alabama
25,69,Lawrence County,38231,,34658,401,96,43,157,56,178,86,36,30,735,335,2371,483,52225,2493,3119,,5486,815,37444,220,1,2.615678376186864e-05,0.2615678376186864,47687.2,14.651212477299431,Alabama
26,77,Calhoun County,9893,,9275,55,114,53,11,11,33,11,0,15,78,36,382,80,65614,2696,216,,832,146,9204,28,5,0.0005054078641463,5.054078641463661,47687.2,9.03954802259887,Alabama
27,78,Chambers County,34612,,19642,122,14114,154,21,29,60,54,3,5,240,122,532,158,48805,5967,1129,,6080,845,34008,74,3,8.66751415693979e-05,0.866751415693979,47687.2,17.87814631851329,Alabama
28,79,Escambia County,36755,,22762,194,11138,563,1124,118,90,77,0,27,227,157,1414,584,41153,2502,940,,7449,853,34154,129,2,5.441436539246361e-05,0.5441436539246362,47687.2,21.810036891725712,Alabama
29,82,Clay County,6088,,5584,91,23,10,27,25,2,5,0,15,194,77,258,62,73933,5188,570,,520,110,5957,36,2,0.0003285151116951,3.2851511169513796,47687.2,8.729226120530468,Alabama
30,84,Perry County,20996,,18269,80,1654,167,10,13,131,39,0,23,267,98,665,186,56338,3421,668,,3257,577,18644,82,1,4.7628119641836543e-05,0.4762811964183654,47687.2,17.469427161553313,Alabama
31,96,Russell County,6702,,6061,85,55,56,25,25,10,17,0,16,149,89,402,126,49929,5821,294,,1143,236,6532,56,2,0.0002984183825723,2.984183825723665,47687.2,17.498469075321495,Alabama
32,98,DeKalb County,43312,,41315,216,102,70,30,36,236,101,0,27,123,84,1506,241,68110,4173,1328,,4274,745,42830,82,1,2.3088289619504987e-05,0.2308828961950498,47687.2,9.978986691571327,Alabama
33,99,Lee County,175126,,120255,746,39363,702,270,113,7614,282,49,81,1894,613,5681,822,59288,2943,6780,,31003,2115,167593,187,6,3.426104633235499e-05,0.3426104633235499,47687.2,18.49898265440681,Alabama
34,106,Coffee County,43056,,26766,646,12375,94,96,60,330,112,0,30,755,358,2734,673,48398,3187,5297,,8063,1193,40233,245,2,4.645113340765515e-05,0.4645113340765515,47687.2,20.040762558099072,Alabama
35,108,Bullock County,10328,,2397,227,7117,88,0,20,43,49,0,20,568,259,203,144,36136,4731,907,,2687,575,9616,69,1,9.682416731216112e-05,0.9682416731216112,47687.2,27.943011647254572,Alabama
36,114,Limestone County,22222,,14335,531,3780,97,89,51,233,6,33,43,322,137,3430,524,53102,3779,5093,,4600,626,21400,81,3,0.0001350013500135,1.350013500135001,47687.2,21.49532710280374,Alabama
37,117,Tuscaloosa County,231558,,143889,814,74222,802,393,276,3817,306,24,38,2009,902,7204,993,61645,2209,9261,,36412,2547,218123,364,6,2.591143471614023e-05,0.2591143471614023,47687.2,16.693333577843696,Alabama
38,120,Choctaw County,8208,,5536,57,2397,72,9,8,35,48,0,20,112,62,119,67,41887,4482,145,,1543,326,8064,42,2,0.0002436647173489,2.4366471734892787,47687.2,19.1344246031746,Alabama
39,126,Tallapoosa County,41251,,28516,170,10957,203,26,30,190,82,0,27,388,178,1174,310,53282,3175,1010,,6826,846,40523,33,2,4.84836731230758e-05,0.484836731230758,47687.2,16.844754830590038,Alabama
40,155,Henry County,15731,,14354,117,374,65,1,2,84,11,0,19,218,114,700,109,58294,4742,580,,2534,526,15606,52,1,6.356874960269532e-05,0.6356874960269532,47687.2,16.237344611047032,Alabama
41,156,Butler County,12365,,11869,145,64,60,9,14,83,57,0,19,77,107,263,119,47589,5577,467,,2367,391,11984,173,1,8.087343307723413e-05,0.8087343307723414,47687.2,19.751335113484647,Alabama
42,165,Walker County,64978,,57555,499,3890,270,100,64,123,87,0,30,1126,392,2184,469,52987,3833,1868,,10437,1180,63595,284,2,3.077964849641417e-05,0.3077964849641417,47687.2,16.411667583929553,Alabama
43,167,Talladega County,81105,,51186,246,25893,409,124,70,350,109,50,58,979,219,2523,450,52457,2838,1997,,14436,1366,77226,216,3,3.69890882189754e-05,0.369890882189754,47687.2,18.693186232615957,Alabama
44,173,Etowah County,103348,,80555,408,15724,445,329,144,748,159,2,3,2404,500,3586,581,52177,1922,4561,,16146,1233,101767,225,5,4.83802299028525e-05,0.483802299028525,47687.2,15.865653895663623,Alabama
45,177,Barbour County,15527,,14313,264,215,88,26,43,84,89,0,20,52,38,837,285,44341,2402,182,,3278,674,14897,52,1,6.44039415212211e-05,0.644039415212211,47687.2,22.004430422232662,Alabama
46,179,Wilcox County,10441,,2876,40,7328,263,13,12,4,6,0,20,0,20,220,257,38208,3720,22,42.0,2735,431,10219,54,1,9.577626664112632e-05,0.9577626664112632,47687.2,26.76387122027596,Alabama
47,183,Morgan County,21124,,19222,254,1037,142,54,47,42,38,12,16,147,90,610,213,51971,5980,347,,3897,776,18643,148,1,4.733951903048665e-05,0.4733951903048665,47687.2,20.903288097409213,Alabama
48,187,Blount County,59077,,53941,683,729,196,227,157,100,96,117,96,1859,546,2104,434,57440,3308,5721,,8277,964,58399,114,1,1.6927061292888942e-05,0.1692706129288894,47687.2,14.173187897053031,Alabama
49,193,Elmore County,87694,,64769,458,18276,624,248,98,602,187,0,30,677,313,3122,698,73258,2727,2739,,7986,1035,83185,196,1,1.140328870846352e-05,0.1140328870846352,47687.2,9.600288513554126,Alabama
50,196,Pike County,14776,,14235,63,102,44,6,8,44,14,88,54,74,29,227,62,55514,3704,223,,1925,310,14312,102,2,0.0001353546291283,1.353546291283162,47687.2,13.450251537171605,Alabama
51,204,Chilton County,45140,,36693,590,4257,226,647,558,229,48,136,198,1512,540,1666,334,62471,3466,3664,,6422,982,44441,228,1,2.2153300841825433e-05,0.2215330084182543,47687.2,14.450619923044036,Alabama
52,213,Lowndes County,10153,,2493,17,7603,39,0,20,0,20,0,20,0,20,57,43,33125,4764,19,26.0,2552,485,9997,15,1,9.849305623953512e-05,0.9849305623953512,47687.2,25.527658297489246,Alabama
53,232,Pickens County,18925,,10880,107,7506,148,33,36,10,19,0,20,134,107,362,133,45339,2865,987,,3864,619,17301,126,1,5.284015852047557e-05,0.5284015852047557,47687.2,22.333969134732097,Alabama
54,246,Logan County,2752,,2573,33,0,11,41,19,15,14,6,11,46,32,71,20,70382,8626,168,,269,110,2721,2,1,0.0003633720930232,3.633720930232558,45068.0,9.886071297317162,Arkansas
55,247,Pulaski County,12498,,11634,85,24,29,10,18,32,32,35,57,275,65,488,100,56823,2098,422,,1566,277,12273,76,19,0.0015202432389182,15.202432389182269,45068.0,12.75971645074554,Arkansas
56,250,Hot Spring County,33129,,27782,297,3803,116,132,79,83,48,7,12,112,85,1210,325,50260,4610,1249,,6093,961,30864,182,2,6.037006852002777e-05,0.6037006852002778,45068.0,19.741446345256612,Arkansas
57,251,Benton County,8709,,8169,89,104,49,4,5,5,11,16,18,60,31,351,91,58620,4193,516,,1217,246,8590,48,13,0.0014927086921575,14.927086921575382,45068.0,14.167636786961582,Arkansas
58,252,Faulkner County,124611,,100955,656,14230,640,366,189,1302,268,13,20,2463,643,5282,793,61273,3234,5488,,18478,1848,119166,272,2,1.6049947436422144e-05,0.1604994743642214,45068.0,15.506100733430678,Arkansas
59,255,Craighead County,111038,,83513,773,18035,517,383,145,1357,180,22,37,2858,689,4870,854,55169,2630,6074,,20511,1732,107299,180,2,1.8011851798483403e-05,0.180118517984834,45068.0,19.115741992003656,Arkansas
60,258,Phillips County,4493,,3795,242,0,13,78,129,9,12,0,13,144,105,467,218,58474,6683,1268,297.0,612,211,4410,4,1,0.0002225684397952,2.2256843979523704,45068.0,13.877551020408164,Arkansas
61,259,Washington County,4817,,4426,59,74,43,0,13,18,8,2,3,74,42,223,51,59087,5105,523,,446,98,4600,25,4,0.0008303923603902,8.303923603902845,45068.0,9.695652173913045,Arkansas
62,260,Boone County,71235,,63882,374,1536,164,37,35,2227,236,27,45,562,318,2964,461,103038,3101,2488,,4050,796,70260,214,2,2.8076086193584615e-05,0.2807608619358461,45068.0,5.764304013663535,Arkansas
63,266,Sebastian County,128184,,90210,795,7660,484,1236,271,5942,302,153,203,12162,1051,10821,1029,54047,2341,19387,,20818,1795,126132,266,4,3.120514260750172e-05,0.3120514260750172,45068.0,16.50493134176894,Arkansas
64,267,Ouachita County,22606,,12619,104,9275,128,32,38,8,14,0,24,41,41,631,183,47348,4748,603,,4230,735,22180,84,1,4.4236043528266835e-05,0.4423604352826683,45068.0,19.071235347159604,Arkansas
65,270,Carroll County,29126,,27572,223,139,121,70,82,38,44,10,15,579,303,718,285,49113,4799,1226,,4411,898,28950,41,2,6.866717022591499e-05,0.6866717022591499,45068.0,15.236614853195164,Arkansas
66,271,Pike County,14776,,14235,63,102,44,6,8,44,14,88,54,74,29,227,62,55514,3704,223,,1925,310,14312,102,1,6.76773145641581e-05,0.676773145641581,45068.0,13.450251537171605,Arkansas
67,272,Hempstead County,20037,,11379,342,6206,118,155,93,38,35,0,24,1632,353,627,217,45049,4022,2722,,4536,671,19727,49,1,4.9907670809003344e-05,0.4990767080900334,45068.0,22.99386627464896,Arkansas
68,273,Greene County,13672,,9781,84,3478,125,96,70,1,2,0,22,52,58,264,129,50000,7358,178,,1824,422,9922,209,2,0.0001462843768285,1.462843768285547,45068.0,18.383390445474703,Arkansas
69,276,Crittenden County,47945,,19945,163,24005,562,65,51,367,43,0,27,117,79,3446,610,51860,3801,1424,,9305,894,47239,126,2,4.17144644905621e-05,0.417144644905621,45068.0,19.6977074027816,Arkansas
70,277,Saline County,23219,,18852,273,1290,112,31,27,178,84,219,124,1148,315,1501,297,55396,4866,2577,,2821,488,21715,112,2,8.613635384814161e-05,0.8613635384814161,45068.0,12.99102003223578,Arkansas
71,280,Arkansas County,17024,,12112,120,4379,102,46,20,8,13,0,20,118,75,361,152,58695,2163,649,,2816,438,16719,60,3,0.0001762218045112,1.7622180451127818,45068.0,16.843112626353253,Arkansas
72,293,Bradley County,10461,,6370,235,2722,162,488,193,6,11,0,20,305,222,570,236,43688,3469,1674,,1570,270,10363,13,1,9.559315553006404e-05,0.9559315553006406,45068.0,15.150053073434332,Arkansas
73,294,White County,24630,,22051,156,120,37,27,31,71,50,19,30,1527,218,815,171,65345,3144,2232,,2109,376,24258,99,3,0.0001218026796589,1.218026796589525,45068.0,8.69403907989117,Arkansas
74,295,Union County,572079,,254904,3258,118209,1826,1987,1241,32237,764,87,72,106983,3966,57672,3707,95000,2210,189236,,50130,2919,565679,579,1,1.7480103272450133e-06,0.0174801032724501,45068.0,8.861916387209,Arkansas
75,297,Columbia County,69832,,51489,533,11759,474,122,82,661,158,21,32,1663,523,4117,644,53501,3291,4730,,10196,1293,65004,265,1,1.4320082483675106e-05,0.143200824836751,45068.0,15.68518860377823,Arkansas
76,305,Garland County,100021,,84455,706,7924,430,502,163,743,173,86,96,1521,555,4790,576,54229,2613,6204,,16604,1427,98465,189,3,2.999370132272223e-05,0.2999370132272222,45068.0,16.862844665617224,Arkansas
77,308,Lafayette County,56172,,39722,280,13142,272,48,49,1276,137,0,33,548,253,1436,366,59748,3181,1469,,9967,1330,50751,172,1,1.7802463860998362e-05,0.1780246386099836,45068.0,19.63902189119426,Arkansas
78,317,Miller County,24855,,23797,113,260,75,36,30,111,63,14,25,119,95,518,112,53490,5008,530,,3906,691,24462,58,1,4.0233353450010056e-05,0.4023335345001005,45068.0,15.967623252391464,Arkansas
79,321,Pima County,1042393,,686722,5660,36039,1518,35278,2148,30281,1009,1635,270,104543,5179,147895,5687,64323,957,397081,,151733,5016,1014998,554,43,4.125123633792629e-05,0.4125123633792629,58064.8,14.94909349575073,Arizona
80,323,Maricopa County,4430871,,2954182,9985,252690,3521,83296,2792,189627,2721,9195,675,339881,7796,602000,9206,80675,588,1402753,,503565,10610,4368048,1278,152,3.430476761792433e-05,0.3430476761792433,58064.8,11.528376061801518,Arizona
81,334,Santa Cruz County,47838,,24750,1794,142,104,273,169,65,73,73,121,5237,1212,17298,1848,51885,3210,39732,,9622,1388,47614,57,2,4.180776788327271e-05,0.4180776788327271,58064.8,20.208342084260934,Arizona
82,348,Yuma County,9938,,8333,374,17,34,117,73,25,39,13,21,232,140,1201,391,60118,7842,2552,,1355,385,9652,125,5,0.0005031193399074,5.03119339907426,58064.8,14.038541234977206,Arizona
83,358,Gila County,53419,,37037,568,389,75,8433,434,383,100,19,27,2015,483,5143,768,55242,2715,10276,,9910,1133,52176,166,3,5.615979333196054e-05,0.5615979333196054,58064.8,18.99340693038945,Arizona
84,361,Yavapai County,237830,,201005,1502,1543,233,3296,375,2480,322,161,99,10385,1244,18960,1352,62430,1633,36080,,28765,2039,233449,468,9,3.784215616196443e-05,0.3784215616196443,58064.8,12.321749075815276,Arizona
85,435,Apache County,66054,,13556,511,585,78,48176,380,374,28,71,32,877,254,2415,477,37483,3091,4634,,21058,1186,64716,149,3,4.541738577527478e-05,0.4541738577527477,58064.8,32.539093887137646,Arizona
86,459,Graham County,2430,,2207,22,103,37,0,11,32,26,0,11,0,11,88,50,47071,4020,100,,238,73,2396,5,1,0.0004115226337448,4.11522633744856,58064.8,9.93322203672788,Arizona
87,476,Coconino County,144705,,84752,838,2212,217,36616,697,2713,284,222,114,7698,848,10492,1023,67266,1828,21314,,22531,1619,133468,358,2,1.3821222487128986e-05,0.1382122248712898,58064.8,16.881199988012106,Arizona
88,478,Navajo County,107110,,49409,760,1194,215,46154,641,418,132,152,93,3409,585,6374,839,50335,2034,12728,,26591,1610,104364,203,6,5.601717860143777e-05,0.5601717860143778,58064.8,25.47909240734353,Arizona
89,489,Mohave County,214229,,178146,1480,2422,329,4136,526,2313,224,494,135,9613,1297,17105,1650,53592,1874,37218,,33597,2039,209848,342,1,4.667902104757059e-06,0.0466790210475705,58064.8,16.01015973466509,Arizona
90,504,Pinal County,433338,,299613,3725,19867,857,20660,1071,6791,475,1560,182,33521,2454,51326,3849,73313,1177,135346,,46424,2691,411007,768,3,6.92300236766681e-06,0.0692300236766681,58064.8,11.295184753544344,Arizona
91,527,Cochise County,125504,,89661,1541,5001,597,1170,300,2435,277,415,137,5341,843,21481,1455,58421,2593,44809,,17553,1466,119388,261,5,3.983936766955635e-05,0.3983936766955634,58064.8,14.702482661574026,Arizona
92,556,Ventura County,842009,,544398,5373,15042,759,10595,1448,60951,1265,1760,321,70380,3554,138883,5053,102141,1528,367039,,74315,3838,830237,746,39,4.6317794702906973e-05,0.4631779470290697,73524.0,8.951058553160122,California
93,557,Adams County,35827,,33860,262,213,101,9,12,51,45,0,27,397,182,1297,298,61731,3337,1673,,4040,659,35257,60,1,2.791191001200212e-05,0.2791191001200212,73524.0,11.45871741781774,California
94,558,San Diego County,3289701,,1899871,9043,158553,2700,27270,2110,397687,3152,13721,935,302584,8199,490015,8985,96974,993,1134647,,338752,8140,3204475,1792,144,4.377297511232784e-05,0.4377297511232784,73524.0,10.571216813986693,California
95,559,Contra Costa County,1162648,,542206,3627,101345,1674,8354,1128,212568,2374,5802,452,148400,4821,143973,5287,120020,1496,306895,,95255,4964,1153216,619,72,6.192759975504194e-05,0.6192759975504194,73524.0,8.259944364282147,California
96,563,San Francisco County,851036,,356474,1961,44058,1268,4725,811,296122,1986,3312,334,65487,3075,80858,2881,136689,1954,131517,,87849,3693,837888,593,69,8.107765123919551e-05,0.8107765123919551,73524.0,10.484575504124656,California
97,580,San Mateo County,754250,,327625,3108,17238,765,6446,1269,230174,1564,9180,585,82367,4121,81220,3281,149907,2621,180393,,48137,2480,748410,467,57,7.557176002651641e-05,0.7557176002651641,73524.0,6.431902299541695,California
98,585,Monterey County,437609,,173937,3275,9778,682,3430,713,25927,854,2138,342,174515,4464,47884,2993,91043,1900,261954,,51913,3622,421244,599,14,3.19920294143859e-05,0.319920294143859,73524.0,12.323736361823553,California
99,592,Placer County,406608,,306615,2166,6579,665,1838,376,35465,918,626,115,14389,1450,41096,2293,109375,1856,60469,,27446,1984,403083,237,17,4.1809310195569195e-05,0.4180931019556919,73524.0,6.809019482339866,California
100,593,San Joaquin County,779445,,328081,4451,54792,1324,7932,1267,133870,2094,4778,466,106602,4804,143390,6032,82837,1448,331382,,98352,3963,763754,1115,21,2.6942247368319768e-05,0.2694224736831976,73524.0,12.877444831712827,California
101,618,San Luis Obispo County,281712,,216354,2167,3486,406,2487,777,10652,905,431,117,14824,1827,33478,1917,90158,2311,65946,,33728,2077,268028,347,14,4.969614357925825e-05,0.4969614357925825,73524.0,12.583759905681497,California
102,625,El Dorado County,191713,,158083,1303,1405,222,1056,315,9945,454,330,110,6360,1299,14534,1015,99246,3330,25930,,16364,1747,190326,227,10,5.216130361529995e-05,0.5216130361529995,73524.0,8.597879427928921,California
103,645,Merced County,282290,,117491,3102,8329,483,3311,850,20601,606,796,89,104067,3636,27695,2443,64772,2142,174732,,51272,3325,276803,366,7,2.4797194374579332e-05,0.2479719437457933,73524.0,18.522920633085626,California
104,647,Santa Clara County,1916831,,693455,5113,45838,1267,12641,1182,746381,2558,6993,714,192570,5179,218953,6236,153792,1545,476352,,129834,5100,1886562,756,133,6.938535530779709e-05,0.6938535530779709,73524.0,6.882042572679826,California
105,668,Los Angeles County,9936690,,3937901,15726,780993,4075,111096,4232,1473634,4986,23400,1000,2253956,17704,1355710,15512,83411,439,4837594,,1343978,16707,9782602,2090,623,6.269693429099629e-05,0.6269693429099629,73524.0,13.738451180984365,California
106,678,Kern County,906883,,509039,6646,46915,1563,9970,1235,44904,1227,1708,397,140344,6513,154003,5774,63883,1325,501705,,170013,6132,881217,1062,21,2.3156239559016985e-05,0.2315623955901698,73524.0,19.29297777959345,California
107,711,Humboldt County,136132,,102072,1061,1866,309,5521,538,4389,409,386,149,7506,1052,14392,1068,57881,2131,17129,,26394,1599,133139,299,10,7.345811418329269e-05,0.7345811418329269,73524.0,19.824394054334192,California
108,726,Santa Cruz County,47838,,24750,1794,142,104,273,169,65,73,73,121,5237,1212,17298,1848,51885,3210,39732,,9622,1388,47614,57,17,0.0003553660270078,3.5536602700781805,73524.0,20.208342084260934,California
109,744,Amador County,40577,,32583,469,706,122,480,142,519,123,15,12,2095,376,4179,515,74853,6048,6140,,2945,535,37571,61,4,9.85780121743845e-05,0.985780121743845,73524.0,7.838492454286551,California
110,747,Imperial County,179578,,70860,3452,4608,316,2634,605,2710,198,59,39,62551,3370,36156,2969,53847,2214,153382,,36092,3003,171450,281,6,3.341166512601766e-05,0.3341166512601766,73524.0,21.05103528725576,California
111,833,Mariposa County,17130,,14043,325,140,88,276,159,230,83,62,78,844,327,1535,357,60021,5293,2223,,2712,513,16960,71,1,5.837711617046118e-05,0.5837711617046117,73524.0,15.990566037735848,California
112,891,Alameda County,1663823,,565911,3663,169497,2123,14165,1496,534659,2432,12832,571,201432,5086,165327,4933,122488,1231,369603,,149843,5521,1637215,747,127,7.633023464635361e-05,0.7633023464635361,73524.0,9.152310478464956,California
113,896,San Benito County,64753,,34864,1530,617,105,1227,415,2078,319,125,60,8429,1241,17413,1457,104451,5461,39768,,4832,964,64339,192,4,6.177319969731132e-05,0.6177319969731132,73524.0,7.510219307107664,California
114,900,San Bernardino County,2180563,,975461,8969,171762,2853,25467,2208,169063,1886,7333,661,484024,9226,347453,9586,77423,806,1200147,,294246,8060,2135785,1303,56,2.5681440985653705e-05,0.256814409856537,73524.0,13.776948522440229,California
115,901,Lake County,31509,,20558,218,79,45,6961,478,206,52,49,42,355,123,3301,481,58009,2463,1405,,5901,737,31068,121,4,0.000126947856168,1.2694785616807895,73524.0,18.99382000772499,California
116,937,Santa Barbara County,445213,,270657,3398,8431,556,6107,1047,24327,642,562,192,55000,2993,80129,3390,92332,1889,207576,,57513,3095,425067,551,21,4.716843398553052e-05,0.4716843398553052,73524.0,13.530337570312446,California
117,952,Riverside County,2429487,,1138018,9081,157125,2260,23446,1743,166726,1991,8044,697,574403,10853,361725,9531,84505,1061,1233277,,272432,8216,2392682,1155,67,2.7577838449022366e-05,0.2757783844902237,73524.0,11.3860513014266,California
118,961,Madera County,157243,,77220,3017,4091,578,2046,700,3675,275,134,76,46527,3011,23550,2336,73543,2844,93855,,30154,2858,150314,243,2,1.2719167148935089e-05,0.1271916714893508,73524.0,20.060672991205077,California
119,978,Plumas County,19650,,17247,260,350,195,336,189,126,92,40,60,129,85,1422,256,67885,7772,1959,,2101,489,19331,43,2,0.0001017811704834,1.0178117048346056,73524.0,10.868553101236357,California
120,1003,Butte County,2605,,2383,90,0,13,1,2,0,13,10,19,15,15,196,92,37358,13043,143,64.0,568,156,2566,8,9,0.0034548944337811,34.548944337811896,73524.0,22.135619641465315,California
121,1018,Fresno County,1008280,,483826,6138,45035,1335,13573,1628,108082,1520,1737,257,182307,5055,173720,5916,67756,967,546774,,193675,6997,990821,897,14,1.3885031935573452e-05,0.1388503193557345,73524.0,19.54692118959933,California
122,1033,Napa County,137384,,87333,1869,2520,237,1386,397,10960,453,422,119,18725,1652,16038,1320,105809,2981,48182,,10620,1110,134649,330,15,0.0001091830198567,1.0918301985675187,73524.0,7.887173317291625,California
123,1069,Yolo County,217141,,127655,1908,5971,547,1628,386,32018,912,953,168,17605,1817,31311,2228,85097,2333,69989,,36521,2220,209629,272,7,3.223711781745502e-05,0.3223711781745502,73524.0,17.421730771982887,California
124,1096,Lassen County,31873,,22816,370,2682,310,721,111,569,113,302,12,926,361,3857,514,59515,3551,6517,,3645,649,23931,224,2,6.274903523358328e-05,0.6274903523358328,73524.0,15.231289958631065,California
125,1107,Solano County,450995,,207575,2653,59699,1340,3273,739,70814,1459,4529,588,49978,2950,55127,2863,97037,1724,126198,,39705,2448,441378,358,15,3.325979223716449e-05,0.3325979223716448,73524.0,8.995690768456969,California
126,1141,Sacramento County,1579211,,785699,4049,151960,2942,11842,1235,271712,2428,18052,792,151033,4252,188913,5439,84010,816,378350,,204388,7269,1560173,860,53,3.35610630878331e-05,0.335610630878331,73524.0,13.100342077449104,California
127,1194,Sonoma County,488436,,330543,2326,7589,707,5200,884,21833,749,1605,323,66293,3164,55373,2924,99266,1988,136614,,42925,2744,481716,407,29,5.9373182975865825e-05,0.5937318297586582,73524.0,8.910852037299986,California
