,Unnamed: 0,County,total_popE,total_popM,whiteE,whiteM,blackE,blackM,native_americanE,native_americanM,asianE,asianM,pacific_islanderE,pacific_islanderM,other_raceE,other_raceM,two_or_moreE,two_or_moreM,med_incE,med_incM,hispanicE,hispanicM,poverty_incomeE,poverty_incomeM,poverty_totalE,poverty_totalM,number_of_schools,schools_per_capita,schools_per_10000,considered_low_income,poverty_rate,State
358,5308,Muscatine County,42968,,35899,766,1163,181,99,72,282,101,0,22,3437,770,2088,386,67427,3296,8006,,4937,804,42138,99,2,4.654626698938745e-05,0.4654626698938745,56456.8,11.716265603493284,Iowa
359,5309,Humboldt County,136132,,102072,1061,1866,309,5521,538,4389,409,386,149,7506,1052,14392,1068,57881,2131,17129,,26394,1599,133139,299,1,7.3458114183292686e-06,0.0734581141832926,56456.8,19.824394054334192,Iowa
360,5312,Johnson County,153360,,121054,670,11355,629,287,148,9441,412,80,50,2864,597,8279,854,72977,2901,9082,,24647,1515,145970,266,7,4.564423578508086e-05,0.4564423578508085,56456.8,16.88497636500651,Iowa
361,5313,Dubuque County,98812,,89619,325,2968,444,116,64,1278,170,708,46,733,275,3390,509,73495,2421,2723,,9479,1056,95249,110,9,9.108205481115654e-05,0.9108205481115654,56456.8,9.951810517695725,Iowa
362,5320,Jefferson County,12273,,11437,76,37,29,140,79,49,19,0,17,75,53,535,95,73875,9063,366,,609,157,12047,47,3,0.0002444390124663,2.4443901246638964,56456.8,5.05520046484602,Iowa
363,5322,Story County,98573,,82650,505,2333,240,260,68,7179,333,45,48,1501,301,4605,562,66197,2497,3751,,16953,1111,86383,184,1,1.014476580808132e-05,0.1014476580808132,56456.8,19.625389254830232,Iowa
364,5324,Woodbury County,105526,,81084,1019,4491,453,1895,307,2476,324,589,20,3470,623,11521,1224,68399,2126,19087,,13876,1415,102741,204,5,4.738168792525065e-05,0.4738168792525065,56456.8,13.505805861340653,Iowa
365,5326,Jasper County,37808,,35470,170,690,179,76,37,223,85,0,22,284,120,1065,248,67784,3012,1054,,3183,547,36095,129,1,2.644942869234025e-05,0.2644942869234025,56456.8,8.8183958997091,Iowa
366,5331,Winneshiek County,20050,,19165,96,163,69,54,66,132,46,1,3,143,86,392,104,67770,6161,486,,1601,348,17920,59,2,9.975062344139652e-05,0.9975062344139652,56456.8,8.934151785714285,Iowa
367,5334,Jackson County,53176,,39415,287,7721,307,68,73,1935,115,81,76,1462,322,2494,373,44847,2947,2490,,11449,876,49871,56,2,3.761095230931247e-05,0.3761095230931247,56456.8,22.957229652503457,Iowa
368,5335,Floyd County,5386,,4233,223,298,165,5,9,16,24,0,21,323,203,511,201,49321,4435,3193,,1016,310,5340,28,1,0.0001856665428889,1.856665428889714,56456.8,19.02621722846442,Iowa
369,5338,Hamilton County,13492,,7985,197,4403,172,163,88,69,58,0,23,346,184,526,169,47668,5797,1445,,2822,435,10680,158,1,7.411799584939223e-05,0.7411799584939223,56456.8,26.423220973782772,Iowa
370,5343,Webster County,9942,,7874,57,1838,83,12,14,80,67,0,20,39,53,99,58,55657,6714,157,,1550,375,9828,28,1,0.000100583383625,1.0058338362502517,56456.8,15.771265771265773,Iowa
371,5345,Union County,572079,,254904,3258,118209,1826,1987,1241,32237,764,87,72,106983,3966,57672,3707,95000,2210,189236,,50130,2919,565679,579,1,1.7480103272450133e-06,0.0174801032724501,56456.8,8.861916387209,Iowa
372,5347,Chickasaw County,17024,,8557,195,7517,228,5,8,30,39,0,22,576,203,339,169,40224,3081,864,,4392,622,16498,26,1,5.8740601503759395e-05,0.5874060150375939,56456.8,26.62140865559462,Iowa
373,5350,Shelby County,6049,,5731,13,130,59,33,33,14,10,0,17,57,50,84,49,50387,3722,140,,866,195,5830,35,1,0.000165316581253,1.6531658125309967,56456.8,14.854202401372213,Iowa
374,5355,Black Hawk County,131041,,106818,519,12800,389,443,218,3458,261,616,74,2016,409,4890,713,62329,2004,6217,,19808,1472,126174,259,3,2.2893598186827023e-05,0.2289359818682702,56456.8,15.698955410781936,Iowa
375,5356,Plymouth County,529548,,420584,2424,47988,1879,723,309,8648,484,221,224,17438,1955,33946,2386,105387,1819,23099,,34547,2187,519411,533,1,1.8884029398656969e-06,0.0188840293986569,56456.8,6.651187595179925,Iowa
376,5359,Clay County,6088,,5584,91,23,10,27,25,2,5,0,15,194,77,258,62,73933,5188,570,,520,110,5957,36,2,0.0003285151116951,3.2851511169513796,56456.8,8.729226120530468,Iowa
377,5360,Carroll County,29126,,27572,223,139,121,70,82,38,44,10,15,579,303,718,285,49113,4799,1226,,4411,898,28950,41,1,3.433358511295749e-05,0.3433358511295749,56456.8,15.236614853195164,Iowa
378,5363,Franklin County,70980,,64245,319,875,188,59,32,1337,173,8,15,1227,386,3229,367,70383,2141,3263,,8360,834,69880,142,1,1.4088475626937166e-05,0.1408847562693716,56456.8,11.963365769891242,Iowa
379,5369,Dallas County,6472,,3405,70,2856,119,0,18,4,8,37,49,18,21,152,86,40085,9399,82,60.0,723,256,6071,19,1,0.0001545117428924,1.545117428924598,56456.8,11.909075934771868,Iowa
380,5373,Boone County,71235,,63882,374,1536,164,37,35,2227,236,27,45,562,318,2964,461,103038,3101,2488,,4050,796,70260,214,1,1.4038043096792308e-05,0.140380430967923,56456.8,5.764304013663535,Iowa
381,5379,Poweshiek County,18608,,17179,74,220,58,41,28,414,39,0,16,196,82,558,118,61192,3392,639,,1828,360,16978,43,1,5.374032674118659e-05,0.5374032674118658,56456.8,10.766874779125928,Iowa
382,5380,Marion County,7508,,4474,117,2234,164,49,52,108,134,0,20,451,121,192,116,48836,7714,622,,916,302,7397,23,2,0.0002663825253063,2.663825253063399,56456.8,12.38339867513857,Iowa
383,5383,Barton County,11683,,10742,128,33,43,124,59,3,5,3,6,50,52,728,137,48105,5576,367,,2558,401,11518,54,1,8.559445347941454e-05,0.8559445347941453,56456.8,22.20871679110957,Iowa
384,5386,Emmet County,9349,,8083,248,340,180,23,37,23,27,8,15,186,172,686,208,64461,5222,922,,1096,230,8632,25,1,0.0001069633115841,1.0696331158412664,56456.8,12.696941612604263,Iowa
385,5395,Ada County,497494,,429014,1811,6260,619,2938,708,12867,819,1081,176,11544,1341,33790,1932,83881,1783,44317,,42460,2732,484201,347,33,6.63324582809039e-05,0.6633245828090389,56171.2,8.76908556570515,Idaho
386,5396,Bonner County,47976,,44054,344,141,62,276,102,287,97,60,63,567,178,2591,333,61816,3128,1792,,5621,867,47422,140,6,0.0001250625312656,1.250625312656328,56171.2,11.853148327780357,Idaho
387,5401,Kootenai County,173396,,155469,1392,507,149,1604,282,1256,313,185,155,2392,789,11983,1359,71949,2241,9046,,15857,1752,170986,420,13,7.497289441509608e-05,0.7497289441509608,56171.2,9.273858678488295,Idaho
388,5402,Lewis County,82663,,70154,622,516,105,754,195,934,241,170,47,2230,487,7905,672,67247,2762,9220,,10018,1099,81586,175,1,1.2097310767816314e-05,0.1209731076781631,56171.2,12.27906748706886,Idaho
389,5405,Canyon County,235006,,179575,2419,1435,312,2608,694,1817,251,675,400,27028,2451,21868,2384,68473,1410,60405,,23412,1808,230147,276,8,3.4041684042109565e-05,0.3404168404210956,56171.2,10.172628798115989,Idaho
390,5406,Valley County,4053,79.0,3976,78,7,12,29,24,11,14,0,10,10,13,20,17,62321,8616,84,34.0,353,105,3989,82,3,0.000740192450037,7.401924500370096,56171.2,8.849335673101027,Idaho
391,5407,Idaho County,16787,,15496,131,15,16,524,118,87,40,0,20,117,114,548,146,54745,4981,616,,1688,336,16243,36,1,5.95699052838506e-05,0.595699052838506,56171.2,10.392168934310163,Idaho
392,5410,Bonneville County,124490,,108179,1199,496,256,779,254,1162,215,27,39,6740,1131,7107,790,73103,1869,17147,,11641,1448,123057,122,6,4.819664230058639e-05,0.4819664230058639,56171.2,9.459843812217104,Idaho
393,5412,Madison County,68020,,62497,453,1141,189,227,51,688,89,0,31,609,181,2858,496,68869,2781,1695,,5961,743,62575,85,1,1.470155836518671e-05,0.1470155836518671,56171.2,9.526168597682782,Idaho
394,5419,Payette County,25571,,21228,527,20,18,224,99,201,121,5,9,1374,471,2519,535,62721,5084,4609,,2663,594,25233,114,2,7.821360134527394e-05,0.7821360134527394,56171.2,10.553640074505608,Idaho
395,5426,Jerome County,24474,,17833,670,7,13,159,144,96,105,24,43,2006,630,4349,813,67347,3416,9271,,3571,815,24223,103,2,8.171937566396992e-05,0.8171937566396993,56171.2,14.742187177475952,Idaho
396,5430,Blaine County,384,57.0,384,57,0,10,0,10,0,10,0,10,0,10,0,10,52083,8876,0,10.0,44,25,384,57,4,0.0104166666666666,104.16666666666666,56171.2,11.458333333333332,Idaho
397,5433,Boundary County,12335,,11160,137,46,50,255,77,182,54,7,11,302,133,383,153,58810,3075,661,,2247,591,12150,42,4,0.0003242805026347,3.242805026347791,56171.2,18.49382716049383,Idaho
398,5439,Twin Falls County,90592,,75594,1212,494,145,468,219,1429,296,3,9,4701,1069,7903,1022,61183,3468,15765,,11126,1755,89133,73,6,6.623101377605087e-05,0.6623101377605086,56171.2,12.482470016716592,Idaho
399,5446,Bannock County,87434,,75035,655,866,183,2243,348,1687,240,203,92,2390,429,5010,627,60998,3324,8188,,10541,1162,84101,227,2,2.287439668778736e-05,0.2287439668778736,56171.2,12.533739194539898,Idaho
400,5450,Adams County,35827,,33860,262,213,101,9,12,51,45,0,27,397,182,1297,298,61731,3337,1673,,4040,659,35257,60,1,2.791191001200212e-05,0.2791191001200212,56171.2,11.45871741781774,Idaho
401,5454,Latah County,39872,,35749,435,486,61,280,104,809,172,90,18,320,120,2138,501,62258,3753,1843,,4751,614,34048,166,4,0.0001003210272873,1.0032102728731942,56171.2,13.953829887218044,Idaho
402,5460,Nez Perce County,42200,,37453,289,44,54,2103,174,374,103,27,27,290,161,1909,272,65023,5700,1904,,5749,779,40657,110,3,7.109004739336493e-05,0.7109004739336493,56171.2,14.14024645202548,Idaho
403,5474,Gem County,19250,,16689,370,22,34,55,56,52,46,0,20,918,391,1514,364,65204,3694,1731,,2204,511,18748,182,2,0.0001038961038961,1.038961038961039,56171.2,11.75592063153403,Idaho
404,5478,Teton County,23346,,19424,416,147,80,29,48,302,113,16,23,2365,502,1063,413,108279,7614,3548,,1606,517,23230,31,1,4.28338901739056e-05,0.428338901739056,56171.2,6.913473956091261,Idaho
405,5479,Boise County,7809,,7022,129,28,31,94,62,61,54,0,18,131,74,473,163,70776,9390,452,,733,210,7798,18,2,0.0002561147394032,2.5611473940325267,56171.2,9.399846114388303,Idaho
406,5481,Shoshone County,13399,,12218,197,115,14,242,88,4,7,43,46,43,35,734,208,44807,2646,543,,2098,327,13116,61,1,7.463243525636242e-05,0.7463243525636242,56171.2,15.995730405611466,Idaho
407,5486,Minidoka County,21626,,16509,841,21,30,296,164,30,34,0,24,2490,624,2280,631,63594,2760,7739,,3229,651,21403,131,1,4.624063627115509e-05,0.4624063627115509,56171.2,15.08667009297762,Idaho
408,5492,Elmore County,87694,,64769,458,18276,624,248,98,602,187,0,30,677,313,3122,698,73258,2727,2739,,7986,1035,83185,196,2,2.280657741692704e-05,0.2280657741692704,56171.2,9.600288513554126,Idaho
409,5504,Cook County,5611,,4787,34,18,17,417,55,50,19,4,7,104,39,231,60,71937,4681,142,,477,128,5557,13,372,0.0662983425414364,662.9834254143647,62746.4,8.583768220262732,Illinois
410,5505,Lake County,31509,,20558,218,79,45,6961,478,206,52,49,42,355,123,3301,481,58009,2463,1405,,5901,737,31068,121,41,0.0013012155257228,13.012155257228091,62746.4,18.99382000772499,Illinois
411,5507,Will County,696774,,472488,2830,80419,1273,3034,730,41205,864,82,51,44309,2279,55237,2966,103678,1442,129687,,45737,2689,687627,477,36,5.16666810185225e-05,0.516666810185225,62746.4,6.651425845698322,Illinois
412,5512,Piatt County,16698,,16035,67,163,67,15,30,12,15,0,19,34,36,439,96,81151,8695,251,,1189,304,16622,17,1,5.988741166606779e-05,0.5988741166606779,62746.4,7.153170496931777,Illinois
413,5515,Adams County,35827,,33860,262,213,101,9,12,51,45,0,27,397,182,1297,298,61731,3337,1673,,4040,659,35257,60,4,0.000111647640048,1.116476400480085,62746.4,11.45871741781774,Illinois
414,5518,Monroe County,154823,,142046,595,3322,359,157,58,569,173,12,18,1467,457,7250,727,72573,2027,6134,,16690,1561,153049,394,2,1.291797730311388e-05,0.1291797730311387,62746.4,10.905004279675138,Illinois
415,5526,St. Clair County,91719,,78169,405,8985,397,310,118,373,210,61,95,1215,632,2606,602,73218,4451,2325,,9786,1459,89634,155,13,0.0001417372627263,1.4173726272637075,62746.4,10.91773211058304,Illinois
416,5532,DuPage County,930559,,651437,2512,45625,1012,2746,718,116819,1171,361,182,42819,2507,70752,3022,107035,1258,137806,,57674,3148,917954,369,70,7.522360215741292e-05,0.7522360215741292,62746.4,6.282885634792157,Illinois
417,5537,Kendall County,132795,,97711,1669,10688,719,359,227,3957,461,0,29,7349,1703,12731,1637,106358,3259,27907,,6280,1513,132317,184,3,2.259121201852479e-05,0.2259121201852479,62746.4,4.746177739821792,Illinois
418,5538,DeKalb County,43312,,41315,216,102,70,30,36,236,101,0,27,123,84,1506,241,68110,4173,1328,,4274,745,42830,82,3,6.926486885851497e-05,0.6926486885851497,62746.4,9.978986691571327,Illinois
419,5545,Champaign County,38715,,36025,250,756,131,148,84,162,81,0,26,280,149,1344,229,70486,3886,665,,3512,625,37975,80,14,0.0003616169443368,3.616169443368204,62746.4,9.248189598420014,Illinois
420,5554,Peoria County,181186,,126959,640,31848,1094,302,99,8100,268,16,26,3443,588,10518,1252,63409,1483,9539,,27284,1893,176365,228,13,7.174947291733357e-05,0.7174947291733357,62746.4,15.470189663481984,Illinois
421,5558,Jasper County,37808,,35470,170,690,179,76,37,223,85,0,22,284,120,1065,248,67784,3012,1054,,3183,547,36095,129,1,2.644942869234025e-05,0.2644942869234025,62746.4,8.8183958997091,Illinois
422,5562,McLean County,171284,,138660,713,14542,423,312,111,8684,296,27,28,1812,398,7247,759,75356,2591,9103,,23023,1316,162607,210,3,1.7514770790032927e-05,0.1751477079003292,62746.4,14.15867705572331,Illinois
423,5565,Macoupin County,44907,,42815,199,484,59,57,42,206,59,6,15,245,78,1094,209,64706,2828,582,,6453,807,43989,118,1,2.226824325828935e-05,0.2226824325828935,62746.4,14.669576485030348,Illinois
424,5575,Tazewell County,131276,,123986,437,1533,302,145,48,1420,147,61,62,521,219,3610,492,74606,1890,3385,,11195,1140,128551,164,1,7.617538620920808e-06,0.076175386209208,62746.4,8.70860592294109,Illinois
425,5581,Jefferson County,12273,,11437,76,37,29,140,79,49,19,0,17,75,53,535,95,73875,9063,366,,609,157,12047,47,1,8.147967082212988e-05,0.8147967082212988,62746.4,5.05520046484602,Illinois
426,5585,Coles County,47076,,43057,229,1701,188,30,24,501,150,0,26,349,193,1438,282,53732,4076,1385,,8465,855,43683,171,3,6.37267397399949e-05,0.6372673973999491,62746.4,19.37824783096399,Illinois
427,5592,Macon County,103542,,78722,271,17634,659,32,23,1400,145,69,93,873,268,4812,687,59622,2177,2614,,15510,1279,100253,232,2,1.9315833188464583e-05,0.1931583318846458,62746.4,15.470858727419628,Illinois
428,5598,Kane County,7814,,7281,180,13,34,133,87,84,99,4,20,133,129,166,108,70327,11967,422,,978,288,7571,85,24,0.0030714102892244,30.71410289224469,62746.4,12.917712323339057,Illinois
429,5607,Washington County,4817,,4426,59,74,43,0,13,18,8,2,3,74,42,223,51,59087,5105,523,,446,98,4600,25,1,0.0002075980900975,2.0759809009757113,62746.4,9.695652173913045,Illinois
430,5608,Douglas County,49476,,41603,636,332,133,722,138,1057,167,93,31,2327,538,3342,477,84262,4442,6552,,3678,597,49185,79,5,0.0001010590993613,1.0105909936130648,62746.4,7.477889600487954,Illinois
431,5612,Iroquois County,27043,,24509,177,272,69,24,15,74,20,0,23,1093,191,1071,149,62866,3233,2042,,2823,392,26347,131,1,3.697814591576378e-05,0.3697814591576378,62746.4,10.714692374843436,Illinois
432,5617,Alexander County,36505,,32093,367,1597,342,376,340,393,76,0,29,793,329,1253,347,62764,4812,1872,,4295,871,35063,172,1,2.7393507738665938e-05,0.2739350773866594,62746.4,12.249379687990189,Illinois
433,5625,McHenry County,5326,,5087,36,39,15,26,22,40,33,0,15,5,5,129,43,78071,5544,76,49.0,540,114,5252,14,9,0.0016898235073225,16.898235073225685,62746.4,10.281797410510285,Illinois
434,5633,Effingham County,65314,,50603,654,8968,391,86,67,443,145,109,169,1278,458,3827,733,79474,3492,3597,,4290,682,64821,116,2,3.062130630492697e-05,0.3062130630492697,62746.4,6.618225575045124,Illinois
435,5635,Morgan County,21124,,19222,254,1037,142,54,47,42,38,12,16,147,90,610,213,51971,5980,347,,3897,776,18643,148,2,9.46790380609733e-05,0.946790380609733,62746.4,20.903288097409213,Illinois
436,5653,Randolph County,22179,,17068,136,4203,137,25,24,62,47,0,24,182,102,639,191,49879,8209,669,,4277,589,21539,43,3,0.0001352630867036,1.3526308670363856,62746.4,19.857003574910628,Illinois
437,5661,Winnebago County,10704,,9901,110,87,37,17,19,329,56,0,16,70,38,300,110,62853,9365,574,,779,165,10048,24,13,0.0012144992526158,12.144992526158443,62746.4,7.752786624203821,Illinois
438,5687,Crawford County,60593,,51822,792,771,255,603,181,790,212,12,30,1379,535,5216,812,56702,2201,5155,,10620,1492,59501,234,1,1.650355651642929e-05,0.1650355651642929,62746.4,17.84843952202484,Illinois
439,5690,Rock Island County,143819,,107919,767,15404,887,308,131,3774,230,237,199,6162,826,10015,1152,64435,1977,19477,,21084,1516,139029,229,4,2.7812736842837177e-05,0.2781273684283717,62746.4,15.165181365038949,Illinois
440,5699,Madison County,68020,,62497,453,1141,189,227,51,688,89,0,31,609,181,2858,496,68869,2781,1695,,5961,743,62575,85,10,0.0001470155836518,1.4701558365186709,62746.4,9.526168597682782,Illinois
441,5704,McDonough County,27370,,24124,181,1463,141,4,11,685,61,7,15,182,113,905,217,48904,3294,824,,4887,540,24691,56,2,7.307270734380708e-05,0.7307270734380709,62746.4,19.7926369932364,Illinois
442,5718,Greene County,13672,,9781,84,3478,125,96,70,1,2,0,22,52,58,264,129,50000,7358,178,,1824,422,9922,209,1,7.314218841427736e-05,0.7314218841427735,62746.4,18.383390445474703,Illinois
443,5730,Sangamon County,196122,,156663,516,24902,853,173,50,4274,327,32,39,1056,301,9022,1053,71653,1845,4924,,24834,1633,192400,327,5,2.549433515872773e-05,0.2549433515872773,62746.4,12.907484407484407,Illinois
444,5744,Cass County,51604,,44494,422,2531,169,615,168,486,77,6,10,838,316,2634,331,65183,2687,2158,,6573,727,51125,93,1,1.937834276412681e-05,0.1937834276412681,62746.4,12.85672371638142,Illinois
445,5756,Whiteside County,55569,,49446,606,637,178,130,100,339,98,14,30,1062,225,3941,607,62828,3966,7071,,6327,822,54329,183,4,7.198258021558783e-05,0.7198258021558783,62746.4,11.645714075355704,Illinois
446,5772,Bureau County,33203,,30017,334,204,78,20,16,305,54,0,26,1296,322,1361,238,64165,3293,3288,,4128,496,32674,84,2,6.023552088666687e-05,0.6023552088666687,62746.4,12.633898512578808,Illinois
447,5773,Vermilion County,74113,,58996,324,10763,191,87,59,728,84,15,18,777,269,2747,447,52787,1819,4035,,12407,1160,71083,236,2,2.698581895214065e-05,0.2698581895214065,62746.4,17.454243630685255,Illinois
448,5818,Boone County,71235,,63882,374,1536,164,37,35,2227,236,27,45,562,318,2964,461,103038,3101,2488,,4050,796,70260,214,1,1.4038043096792308e-05,0.140380430967923,62746.4,5.764304013663535,Illinois
449,5823,Richland County,125008,,106875,378,9847,532,117,59,1080,188,166,199,1114,335,5809,611,56557,1991,2667,,16356,1425,117887,383,1,7.999488032765903e-06,0.079994880327659,62746.4,13.874303358300748,Illinois
450,5830,Calhoun County,9893,,9275,55,114,53,11,11,33,11,0,15,78,36,382,80,65614,2696,216,,832,146,9204,28,1,0.0001010815728292,1.010815728292732,62746.4,9.03954802259887,Illinois
451,5861,Jackson County,53176,,39415,287,7721,307,68,73,1935,115,81,76,1462,322,2494,373,44847,2947,2490,,11449,876,49871,56,3,5.641642846396871e-05,0.564164284639687,62746.4,22.957229652503457,Illinois
452,5865,Williamson County,617396,,417463,3995,41744,1311,2633,620,50370,1402,776,190,26254,2463,78156,3748,102851,1462,154605,,38840,2587,612543,432,2,3.2394119819370387e-06,0.0323941198193703,62746.4,6.340779341205434,Illinois
453,5891,Montgomery County,856399,,650218,2072,78309,1384,1420,585,67279,1046,312,187,15619,1823,43242,2393,107441,1366,48524,,52365,3151,835381,469,1,1.1676800183092227e-06,0.0116768001830922,62746.4,6.268397294168769,Illinois
454,5904,LaSalle County,109495,,96672,612,3014,287,40,24,970,163,19,21,3793,625,4987,581,67942,2145,11465,,14495,1379,106189,207,6,5.479702269510023e-05,0.5479702269510023,62746.4,13.650189756001094,Illinois
455,5921,Franklin County,70980,,64245,319,875,188,59,32,1337,173,8,15,1227,386,3229,367,70383,2141,3263,,8360,834,69880,142,1,1.4088475626937166e-05,0.1408847562693716,62746.4,11.963365769891242,Illinois
456,5926,Knox County,8415,,7197,52,59,18,772,69,41,12,1,2,41,31,304,65,61250,3507,286,,983,148,8220,25,2,0.0002376708259061,2.3767082590612003,62746.4,11.958637469586376,Illinois
457,5932,Kankakee County,107421,,81215,701,15614,476,502,300,1042,138,0,29,3255,530,5793,913,65489,2802,12337,,14520,1166,103408,259,3,2.7927500209456252e-05,0.2792750020945625,62746.4,14.041466811078443,Illinois
458,5951,Livingston County,14402,,13292,77,413,80,45,29,126,22,10,20,34,30,482,123,58772,3049,308,,1377,278,13187,29,3,0.0002083044021663,2.0830440216636577,62746.4,10.44210207022067,Illinois
459,5954,Henry County,15731,,14354,117,374,65,1,2,84,11,0,19,218,114,700,109,58294,4742,580,,2534,526,15606,52,1,6.356874960269532e-05,0.6356874960269532,62746.4,16.237344611047032,Illinois
460,5964,Clinton County,37860,,35945,155,493,120,57,53,270,28,7,11,179,79,909,191,59011,2275,654,,4771,585,36293,58,2,5.282620179609086e-05,0.5282620179609087,62746.4,13.1457856887003,Illinois
461,6008,Christian County,72766,,49743,511,14698,572,184,89,904,249,277,29,1596,490,5364,637,48920,3678,6145,,11227,1215,67076,281,5,6.871341010911689e-05,0.6871341010911689,62746.4,16.737730335738565,Illinois
462,6028,Fayette County,119259,,73107,1119,29734,628,119,110,5571,385,163,185,4114,1280,6451,822,105910,2977,9219,,6226,954,118220,222,2,1.6770222792409796e-05,0.1677022279240979,62746.4,5.266452376924378,Illinois
463,6088,Marion County,7508,,4474,117,2234,164,49,52,108,134,0,20,451,121,192,116,48836,7714,622,,916,302,7397,23,1,0.0001331912626531,1.3319126265316994,62746.4,12.38339867513857,Illinois
464,6104,Moultrie County,14531,,13997,67,147,62,1,2,21,30,0,19,94,88,271,102,72833,9402,248,,1307,306,14239,39,1,6.881838827334664e-05,0.6881838827334664,62746.4,9.17901538029356,Illinois
465,6108,Stephenson County,44482,,37047,282,3861,418,78,75,405,69,0,26,466,236,2625,436,57527,2369,2036,,5829,690,43697,86,1,2.248100355199856e-05,0.2248100355199856,62746.4,13.339588530105043,Illinois
466,6112,Ogle County,51672,,46277,537,556,198,204,120,252,56,15,23,948,351,3420,621,75782,3204,5645,,4234,631,51024,97,1,1.9352840997058367e-05,0.1935284099705836,62746.4,8.298055816870493,Illinois
467,6203,Pike County,14776,,14235,63,102,44,6,8,44,14,88,54,74,29,227,62,55514,3704,223,,1925,310,14312,102,1,6.76773145641581e-05,0.676773145641581,62746.4,13.450251537171605,Illinois
468,6209,Hancock County,75072,,68037,338,1322,169,59,59,1458,255,13,20,1610,373,2573,402,67006,3050,4514,,7708,1079,73131,105,1,1.3320545609548169e-05,0.1332054560954816,62746.4,10.539989881172144,Illinois
469,6212,Woodford County,26886,,24095,354,1034,136,29,32,101,39,0,23,629,337,998,200,78295,4702,1793,,2228,544,26409,48,2,7.438815740534107e-05,0.7438815740534107,62746.4,8.436517853761975,Illinois
470,6223,Adams County,35827,,33860,262,213,101,9,12,51,45,0,27,397,182,1297,298,61731,3337,1673,,4040,659,35257,60,40,0.00111647640048,11.164764004800848,53738.4,11.45871741781774,Indiana
471,6224,Morgan County,21124,,19222,254,1037,142,54,47,42,38,12,16,147,90,610,213,51971,5980,347,,3897,776,18643,148,1,4.733951903048665e-05,0.4733951903048665,53738.4,20.903288097409213,Indiana
472,6225,Allen County,385456,,286707,1082,43301,1133,798,281,18214,517,179,46,11809,1036,24448,1865,66222,1399,30851,,45562,2562,378880,477,45,0.0001167448424722,1.1674484247229255,53738.4,12.02544341216216,Indiana
473,6227,LaGrange County,40364,,38352,249,69,50,13,17,39,33,0,27,306,196,1585,277,81658,3267,1754,,2261,492,39921,184,24,0.0005945892379347,5.945892379347933,53738.4,5.663685779414343,Indiana
474,6229,Noble County,14216,,13338,155,553,142,19,20,5,9,0,19,164,89,137,74,51547,5566,182,89.0,2001,458,12036,132,1,7.034327518289252e-05,0.7034327518289252,53738.4,16.625124626121636,Indiana
475,6230,Marion County,7508,,4474,117,2234,164,49,52,108,134,0,20,451,121,192,116,48836,7714,622,,916,302,7397,23,48,0.0063931806073521,63.93180607352157,53738.4,12.38339867513857,Indiana
476,6232,Grant County,51842,,49279,187,903,100,57,39,469,55,2,4,181,85,951,182,63497,2131,1028,,6679,618,48379,119,4,7.715751707110065e-05,0.7715751707110066,53738.4,13.805576799851174,Indiana
477,6233,Howard County,332011,,168563,1241,66568,1015,632,240,62582,1339,206,60,9222,1471,24238,2181,140971,2122,24823,,17671,1958,329123,939,5,1.5059741996500116e-05,0.1505974199650011,53738.4,5.3691173208800365,Indiana
478,6235,Wayne County,19666,,18280,67,97,77,268,127,8,15,0,19,515,174,498,217,41583,4426,729,,4898,605,19310,56,5,0.0002542459066409,2.5424590664090307,53738.4,25.36509580528224,Indiana
479,6236,Hamilton County,13492,,7985,197,4403,172,163,88,69,58,0,23,346,184,526,169,47668,5797,1445,,2822,435,10680,158,22,0.0016305959086866,16.30595908686629,53738.4,26.423220973782772,Indiana
480,6237,Jay County,20451,,19428,110,59,33,24,29,87,36,0,24,148,78,705,136,52231,2952,702,,2725,545,20170,50,3,0.0001466920932961,1.4669209329617132,53738.4,13.510163609320774,Indiana
481,6240,Whitley County,36648,,35222,175,329,86,50,37,93,67,0,26,239,137,715,188,44332,3253,563,,8189,1035,34862,114,2,5.457323728443571e-05,0.5457323728443572,53738.4,23.489759623659,Indiana
482,6241,Gibson County,33006,,30186,358,590,169,7,7,159,32,190,255,666,297,1208,255,64153,5296,649,,3210,662,32198,59,1,3.029752166272799e-05,0.3029752166272799,53738.4,9.969563326914717,Indiana
483,6242,Elkhart County,206841,,164733,2003,10268,676,686,223,2230,257,138,136,13979,1834,14807,1630,63978,2412,35681,,24427,2251,203329,283,25,0.0001208657857968,1.2086578579681977,53738.4,12.013534714674249,Indiana
484,6245,Daviess County,33337,,30730,703,531,163,27,25,81,32,0,27,582,453,1386,595,64113,4054,1897,,3150,596,32687,98,18,0.0005399406065332,5.399406065332813,53738.4,9.636858689999082,Indiana
485,6249,Boone County,71235,,63882,374,1536,164,37,35,2227,236,27,45,562,318,2964,461,103038,3101,2488,,4050,796,70260,214,3,4.211412929037693e-05,0.4211412929037692,53738.4,5.764304013663535,Indiana
486,6250,Lake County,31509,,20558,218,79,45,6961,478,206,52,49,42,355,123,3301,481,58009,2463,1405,,5901,737,31068,121,26,0.0008251610650925,8.251610650925132,53738.4,18.99382000772499,Indiana
487,6255,Wells County,28167,,26434,131,317,165,7,7,54,47,0,24,429,191,926,231,68074,3789,940,,1748,398,27453,106,3,0.0001065076152944,1.0650761529449355,53738.4,6.367245838341893,Indiana
