"GEOID","NAME","B01003_001E","B01003_001M","area_km2","pop_density"
"40073","Kingfisher County, Oklahoma",15290,NA,2346.5715607391,6.51588907656585
"41005","Clackamas County, Oregon",420925,NA,4876.17041184424,86.3228649633678
"41047","Marion County, Oregon",345815,NA,3085.44275014365,112.079538660667
"41031","Jefferson County, Oregon",24659,NA,4639.84991339233,5.31461156293547
"42031","Clarion County, Pennsylvania",37489,NA,1579.58708173265,23.7334176972873
"42061","Huntingdon County, Pennsylvania",44123,NA,2302.79692748578,19.1606126764178
"45085","Sumter County, South Carolina",105199,NA,1766.90547885798,59.538555547405
"45031","Darlington County, South Carolina",63025,NA,1466.4999715515,42.9764754330832
"45035","Dorchester County, South Carolina",162139,NA,1479.15454686829,109.615996748471
"45015","Berkeley County, South Carolina",231419,NA,3195.6898282601,72.41597665503
"45025","Chesterfield County, South Carolina",43536,NA,2087.15340373402,20.8590321737309
"45075","Orangeburg County, South Carolina",84159,NA,2921.59138891456,28.8058762492681
"45055","Kershaw County, South Carolina",65779,NA,1917.30356882054,34.308077797229
"45059","Laurens County, South Carolina",67456,NA,1872.41099380873,36.0262785376973
"45017","Calhoun County, South Carolina",14145,NA,1016.45898985362,13.9159573983767
"45009","Bamberg County, South Carolina",13311,NA,1024.14612076451,12.997168792734
"46003","Aurora County, South Dakota",2590,151,1845.95958126782,1.40306430665246
"47045","Dyer County, Tennessee",36818,NA,1362.92174677209,27.0140234295908
"47093","Knox County, Tennessee",481406,NA,1362.06967702698,353.437131829242
"47189","Wilson County, Tennessee",149096,NA,1509.00920705589,98.8039034505892
"47143","Rhea County, Tennessee",33031,NA,871.504292909661,37.9011328673099
"47053","Gibson County, Tennessee",50455,NA,1563.28867386503,32.2749091984762
"47085","Humphreys County, Tennessee",19032,NA,1441.91768691492,13.1990890830393
"47159","Smith County, Tennessee",20034,NA,842.626629342005,23.7756549607793
"47049","Fentress County, Tennessee",18642,NA,1292.2726773491,14.4257480071785
"47145","Roane County, Tennessee",53777,NA,1022.951905997,52.5704089163287
"47105","Loudon County, Tennessee",55507,NA,640.655590414697,86.6409359888208
"47055","Giles County, Tennessee",30317,NA,1582.56958072326,19.1568196237821
"47119","Maury County, Tennessee",102002,NA,1594.39666536311,63.9752968730464
"47121","Meigs County, Tennessee",12839,NA,561.138547704864,22.8802673644741
"47135","Perry County, Tennessee",8432,NA,1095.19863384167,7.69906000560167
"47127","Moore County, Tennessee",6558,NA,337.88153373055,19.4091696210595
"48091","Comal County, Texas",165201,NA,1489.24390944539,110.929444768737
"48453","Travis County, Texas",1289054,NA,2654.8098936121,485.554164575652
"48475","Ward County, Texas",11347,NA,2165.36354047801,5.24022862114652
"48161","Freestone County, Texas",19599,NA,2309.93275280934,8.48466258429545
"48073","Cherokee County, Texas",50824,NA,2750.87568327237,18.475571364076
"48293","Limestone County, Texas",22222,NA,2416.89121758263,9.19445601785353
"48499","Wood County, Texas",45341,NA,1801.85174346132,25.1635575260486
"48333","Mills County, Texas",4501,NA,1941.90018207799,2.31783283277906
"48317","Martin County, Texas",5228,NA,2371.62334743474,2.20439725627379
"23025","Somerset County, Maine",50656,NA,10604.275762728,4.77694103147019
"24033","Prince George's County, Maryland",957189,NA,1291.87974081704,740.927324546966
"24015","Cecil County, Maryland",103876,NA,975.632994429061,106.470363951547
"01101","Montgomery County, Alabama",228132,NA,2071.55411049541,110.126015460654
"01095","Marshall County, Alabama",97923,NA,1614.06087927714,60.6687153237088
"25017","Middlesex County, Massachusetts",1623109,NA,2194.06111955808,739.773831062156
"25027","Worcester County, Massachusetts",858898,NA,4089.84211714927,210.007617750945
"26083","Keweenaw County, Michigan",2088,NA,1519.04705469422,1.3745459652139
"01109","Pike County, Alabama",32997,NA,1743.11259506948,18.9299303403202
"27167","Wilkin County, Minnesota",6454,NA,1945.51583259766,3.31737212921192
"27073","Lac qui Parle County, Minnesota",6736,NA,2015.05351455808,3.34283926026513
"27089","Marshall County, Minnesota",9017,NA,4695.49618854691,1.92035082937432
"28055","Issaquena County, Mississippi",1206,229,1143.48616517936,1.05466951566557
"28021","Claiborne County, Mississippi",9044,NA,1297.73514690423,6.96906454415957
"29013","Bates County, Missouri",16101,NA,2205.33327878505,7.30093730271475
"29087","Holt County, Missouri",4274,NA,1218.19288927659,3.50847557691627
"30081","Ravalli County, Montana",44876,NA,6216.78378809901,7.21852352110228
"31095","Jefferson County, Nebraska",7185,NA,1491.35858043725,4.81775482720826
"32003","Clark County, Nevada",2265926,NA,20879.567629498,108.523607394953
"33007","Coos County, New Hampshire",31430,NA,4740.714912464,6.62980174516847
"34033","Salem County, New Jersey",64840,NA,903.208177852359,71.7885439812735
"34021","Mercer County, New Jersey",383732,NA,592.728720015985,647.399032713737
"35055","Taos County, New Mexico",34475,NA,5709.66124306834,6.03801145678362
"36013","Chautauqua County, New York",127440,NA,2809.45895586536,45.3610470919823
"37019","Brunswick County, North Carolina",139721,NA,2303.44437862424,60.6574229864625
"37113","Macon County, North Carolina",37088,NA,1345.5125903343,27.5642162447437
"37013","Beaufort County, North Carolina",44711,NA,2229.67318579788,20.0527145793343
"37139","Pasquotank County, North Carolina",40454,NA,599.343249584267,67.4972147063654
"37173","Swain County, North Carolina",14130,NA,1398.84640405248,10.1011804863387
"38099","Walsh County, North Dakota",10553,NA,3351.27404289553,3.14895167178931
"39167","Washington County, Ohio",59639,NA,1657.35173002172,35.9845160925609
"39061","Hamilton County, Ohio",827671,NA,1068.71147273729,774.456924168771
"40065","Jackson County, Oklahoma",24776,NA,2082.89850807167,11.8949626705228
"40079","Le Flore County, Oklahoma",48525,NA,4165.40751959407,11.6495204302913
"40135","Sequoyah County, Oklahoma",39538,NA,1849.57620894984,21.3767888063661
"41035","Klamath County, Oregon",69506,NA,15896.4157719094,4.3724321883191
"42133","York County, Pennsylvania",457051,NA,2358.53216393971,193.786206093767
"42095","Northampton County, Pennsylvania",314299,NA,976.929133483156,321.721391273689
"42127","Wayne County, Pennsylvania",51227,NA,1944.1075169173,26.3498801142586
"45019","Charleston County, South Carolina",409840,NA,2651.52610675209,154.567589946162
"45021","Cherokee County, South Carolina",56200,NA,1028.99105412633,54.616606990541
"46023","Charles Mix County, South Dakota",9302,NA,2979.29614686286,3.12221395304889
"47157","Shelby County, Tennessee",926440,NA,2021.07665524279,458.389342926088
"47025","Claiborne County, Tennessee",32092,NA,1143.75341217649,28.0584955273977
"48071","Chambers County, Texas",47037,NA,1637.49334302343,28.7250022727738
"48323","Maverick County, Texas",57806,NA,3345.84218201127,17.2769655158246
"48203","Harrison County, Texas",69098,NA,2371.87485648205,29.1322283767053
"48037","Bowie County, Texas",92747,NA,2390.74660715931,38.7941573240178
"48277","Lamar County, Texas",50149,NA,2416.76892012888,20.7504323571513
"48359","Oldham County, Texas",2171,192,3888.12949705322,0.558366176241142
"48315","Marion County, Texas",9668,NA,1088.8185768758,8.87934886980059
"49019","Grand County, Utah",9680,NA,9543.69631617677,1.01428206423461
"49045","Tooele County, Utah",74032,NA,18874.7953200266,3.9222676985244
"51099","King George County, Virginia",26985,NA,482.382538223419,55.941079665495
"51027","Buchanan County, Virginia",20246,NA,1305.06102279344,15.5134508244405
"53055","San Juan County, Washington",18001,NA,497.588600520914,36.1764718507521
"53011","Clark County, Washington",504091,NA,1698.42978491123,296.798257118617
"53045","Mason County, Washington",66053,NA,2585.57882493191,25.5466974601865
"53019","Ferry County, Washington",7260,NA,5848.58909993341,1.24132502317228
"54037","Jefferson County, West Virginia",58043,NA,547.997889507196,105.918291131006
"55051","Iron County, Wisconsin",6136,NA,2078.89169404569,2.95157271423739
"55007","Bayfield County, Wisconsin",16214,NA,3914.18657495264,4.14236768981719
"56029","Park County, Wyoming",29878,NA,18040.0548100716,1.65620339375684
"04025","Yavapai County, Arizona",237830,NA,21049.1861200454,11.2987741494438
"49029","Morgan County, Utah",12367,NA,1582.20957817271,7.81628437256876
"49011","Davis County, Utah",363032,NA,1645.24178922374,220.655712964407
"51031","Campbell County, Virginia",55518,NA,1312.50244511609,42.2993497700415
"51075","Goochland County, Virginia",24906,NA,752.978981493734,33.0766204796213
"51033","Caroline County, Virginia",31181,NA,1390.8939099818,22.417957096676
"51155","Pulaski County, Virginia",33841,NA,853.23039127461,39.6622065342119
"51161","Roanoke County, Virginia",96653,NA,650.728609838106,148.530429642622
"51149","Prince George County, Virginia",42634,NA,730.194417591597,58.3871897304007
"51147","Prince Edward County, Virginia",21922,NA,916.483496466051,23.9196887718447
"51157","Rappahannock County, Virginia",7422,NA,691.977485426496,10.7257824948242
"51029","Buckingham County, Virginia",16869,NA,1511.60596577852,11.1596542894775
"51660","Harrisonburg city, Virginia",51784,NA,45.0661403771864,1149.06667326262
"51007","Amelia County, Virginia",13309,NA,928.709387892929,14.3306401049694
"51097","King and Queen County, Virginia",6681,NA,845.147268834413,7.90513114857972
"53077","Yakima County, Washington",256143,NA,11164.4219777592,22.9427909935926
"53017","Douglas County, Washington",43189,NA,4788.23681387175,9.01981286198698
"53041","Lewis County, Washington",82663,NA,6310.21017082481,13.099880631899
"53043","Lincoln County, Washington",11036,NA,6057.92713703084,1.82174525219018
"54021","Gilmer County, West Virginia",7444,NA,880.938061912326,8.45008329398401
"54045","Logan County, West Virginia",32350,NA,1179.92443987503,27.4170098582129
"54081","Raleigh County, West Virginia",74303,NA,1578.31056142343,47.0775535665099
"54093","Tucker County, West Virginia",6747,NA,1090.61790343329,6.18640128569343
"55133","Waukesha County, Wisconsin",407290,NA,1503.69851907782,270.85881566857
"31091","Hooker County, Nebraska",659,87,1868.63614177828,0.352663627373099
"01003","Baldwin County, Alabama",233420,NA,4350.54647618911,53.6530298613119
"01129","Washington County, Alabama",15434,NA,2819.87581678532,5.4732906705072
"02122","Kenai Peninsula Borough, Alaska",59235,NA,42522.0289287356,1.3930426532392
"05139","Union County, Arkansas",38815,NA,2734.0528483979,14.1968726108366
"06073","San Diego County, California",3289701,NA,11026.8382297814,298.335835844145
"06081","San Mateo County, California",754250,NA,1185.43959052081,636.261861027123
"06091","Sierra County, California",2916,206,2491.85505118756,1.17021252845758
"06017","El Dorado County, California",191713,NA,4626.71204204956,41.4361209985902
"06007","Butte County, California",213605,NA,4343.68050279962,49.1760385834837
"09170","South Central Connecticut Planning Region, Connecticut",571298,NA,977.904208066028,584.20650538956
"06109","Tuolumne County, California",54993,NA,5890.7451782637,9.33549123851411
"04021","Pinal County, Arizona",433338,NA,13920.285418251,31.1299651537208
"12075","Levy County, Florida",43268,NA,2995.34133476095,14.4450982924299
"12045","Gulf County, Florida",15002,NA,1470.98358764261,10.1986182075914
"16087","Washington County, Idaho",10612,NA,3816.00129327277,2.7809214893894
"13073","Columbia County, Georgia",156921,NA,796.907608602606,196.912412814284
"13313","Whitfield County, Georgia",103033,NA,753.823996638142,136.680445912442
"13143","Haralson County, Georgia",30178,NA,733.49292955112,41.1428642106588
"16073","Owyhee County, Idaho",12043,NA,19936.6722627771,0.604062696184507
"16043","Fremont County, Idaho",13519,NA,4910.70083694514,2.7529675394378
"17003","Alexander County, Illinois",5261,NA,654.421483304276,8.03916151015763
"18047","Franklin County, Indiana",22850,NA,1013.27094236962,22.5507305544194
"26089","Leelanau County, Michigan",22426,NA,974.037610413018,23.0237516090275
"18147","Spencer County, Indiana",19935,NA,1039.81217363321,19.1717316891425
"18183","Whitley County, Indiana",34259,NA,875.118060145878,39.1478607975354
"08109","Saguache County, Colorado",6454,NA,8210.71697186169,0.786045849846975
"26121","Muskegon County, Michigan",175947,NA,1365.73910004443,128.829144595974
"21133","Letcher County, Kentucky",21490,NA,878.047242442645,24.4747650937515
"40125","Pottawatomie County, Oklahoma",72734,NA,2055.16774104369,35.3907851643598
"08043","Fremont County, Colorado",49107,NA,3974.43424819622,12.3557208229793
"26047","Emmet County, Michigan",34072,NA,1250.35592837193,27.249840806821
"08013","Boulder County, Colorado",328658,NA,1918.04791551382,171.350255299517
"08049","Grand County, Colorado",15724,NA,4841.84186806849,3.24752448106543
"22045","Iberia Parish, Louisiana",69958,NA,1608.20778427962,43.5005977982734
"22107","Tensas Parish, Louisiana",4127,NA,1661.26342147043,2.4842538195099
"22019","Calcasieu Parish, Louisiana",210770,NA,2833.82162020388,74.3765939596566
"22125","West Feliciana Parish, Louisiana",15358,NA,1103.59559585585,13.9163295483159
"02158","Kusilvak Census Area, Alaska",8372,NA,46801.3567173405,0.178883703106369
"42029","Chester County, Pennsylvania",536474,NA,1967.11123682001,272.721740366473
"45029","Colleton County, South Carolina",38561,NA,2785.70262042079,13.842468222317
"16007","Bear Lake County, Idaho",6436,NA,2719.02104608172,2.36702838665949
"17185","Wabash County, Illinois",11321,NA,589.221246374207,19.2134958976177
"17129","Menard County, Illinois",12284,NA,817.04715295585,15.0346279961443
"26163","Wayne County, Michigan",1781641,NA,1636.29241506725,1088.82800139777
"18083","Knox County, Indiana",36148,NA,1357.14039747344,26.6354166947619
"19195","Worth County, Iowa",7417,NA,1040.88920574083,7.12563830914273
"18073","Jasper County, Indiana",33045,NA,1454.22092316872,22.7235074626733
"36047","Kings County, New York",2679620,NA,205.439887953239,13043.3287649082
"26055","Grand Traverse County, Michigan",95315,NA,1270.36460215332,75.0296409695589
"40087","McClain County, Oklahoma",42393,NA,1502.87285855978,28.2079749850735
"36043","Herkimer County, New York",60293,NA,3773.33448067138,15.9787053887871
"21059","Daviess County, Kentucky",102916,NA,1234.3440193219,83.3770799623088
"26053","Gogebic County, Michigan",14597,NA,2962.46549531085,4.92731477315261
"05041","Desha County, Arkansas",11285,NA,2103.9423244041,5.3637401886462
"06011","Colusa County, California",21811,NA,2995.18056063811,7.28203177018258
"12083","Marion County, Florida",378225,NA,4306.23121370643,87.8320232309256
"12049","Hardee County, Florida",25528,NA,1652.9564850077,15.4438427336344
"12125","Union County, Florida",15524,NA,647.057521845459,23.9916846275495
"13311","White County, Georgia",28165,NA,627.45043317101,44.8880078983445
"13151","Henry County, Georgia",240853,NA,845.689345210891,284.800797555204
"13105","Elbert County, Georgia",19570,NA,969.28536070513,20.1901326413961
"13303","Washington County, Georgia",19975,NA,1772.27816941274,11.2708040671848
"13149","Heard County, Georgia",11489,NA,780.099354943362,14.7276112038756
"13229","Pierce County, Georgia",19822,NA,889.198912878225,22.2919750720777
"16041","Franklin County, Idaho",14376,NA,1729.21352013306,8.31360605999297
"17175","Stark County, Illinois",5395,NA,746.852699878683,7.22364664528407
"18041","Fayette County, Indiana",23391,NA,557.143159546934,41.9838233660114
"19127","Marshall County, Iowa",40049,NA,1484.47126679324,26.9786292910297
"19021","Buena Vista County, Iowa",20687,NA,1502.78620250442,13.7657638628334
"20161","Riley County, Kansas",72105,NA,1611.11842747037,44.7546243470213
"21151","Madison County, Kentucky",92955,NA,1148.02359858603,80.9695899234897
"21013","Bell County, Kentucky",24248,NA,935.32553127702,25.9246638621034
"21125","Laurel County, Kentucky",62442,NA,1149.13474370467,54.3382752475957
"21183","Ohio County, Kentucky",23782,NA,1544.2315032111,15.4005406252542
"21055","Crittenden County, Kentucky",8979,NA,961.155756941044,9.34187818691987
"21231","Wayne County, Kentucky",19666,NA,1253.79371018737,15.6851959299277
"21131","Leslie County, Kentucky",10468,NA,1047.43964466547,9.99389325515099
"21189","Owsley County, Kentucky",4054,NA,513.539147645903,7.89423750571655
"22071","Orleans Parish, Louisiana",380408,NA,901.487847599552,421.977956788809
"22099","St. Martin Parish, Louisiana",51856,NA,2115.7354055418,24.5096810613332
"22039","Evangeline Parish, Louisiana",32335,NA,1760.26494316135,18.3693938379116
"23021","Piscataquis County, Maine",16936,NA,11337.511657153,1.49380221270289
"26135","Oscoda County, Michigan",8264,NA,1479.98595807198,5.58383676204991
"27015","Brown County, Minnesota",25880,NA,1601.29066410225,16.1619627093182
"27145","Stearns County, Minnesota",158622,NA,3600.58085137317,44.0545585692113
"28111","Perry County, Mississippi",11511,NA,1683.95337127166,6.83569996436855
"29041","Chariton County, Missouri",7417,NA,1985.72834343612,3.73515341336447
"29027","Callaway County, Missouri",44517,NA,2194.56717520599,20.2850933445778
"29075","Gentry County, Missouri",6219,NA,1273.31673705203,4.88409507158301
"29029","Camden County, Missouri",43227,NA,1835.34247267386,23.5525525309855
"30007","Broadwater County, Montana",6977,NA,3206.65844650908,2.17578520331515
"30025","Fallon County, Montana",2941,171,4203.27150873361,0.699693082849669
"31171","Thomas County, Nebraska",592,61,1848.59023792952,0.320244036700669
"34035","Somerset County, New Jersey",344978,NA,789.638912416354,436.880698982199
"37101","Johnston County, North Carolina",219042,NA,2060.66817356916,106.296590013622
"37099","Jackson County, North Carolina",42388,NA,1281.5843981696,33.0746847890313
"38083","Sheridan County, North Dakota",1338,110,2603.99011169335,0.513826835974392
"40145","Wagoner County, Oklahoma",82269,NA,1530.13117727335,53.7659785134246
"40133","Seminole County, Oklahoma",23592,NA,1658.87126065275,14.2217184416811
"41013","Crook County, Oregon",24987,NA,7735.74863872682,3.23006875829829
"41061","Union County, Oregon",26286,NA,5281.0486829785,4.97742050451517
"42091","Montgomery County, Pennsylvania",856399,NA,1261.84975270397,678.68539670817
"42013","Blair County, Pennsylvania",122640,NA,1363.79555148672,89.9255022985711
"42033","Clearfield County, Pennsylvania",79707,NA,2989.81611787025,26.6594990653733
"42113","Sullivan County, Pennsylvania",5880,NA,1171.89176583514,5.01752821499658
"45047","Greenwood County, South Carolina",69309,NA,1201.37561907651,57.6913655475022
"45067","Marion County, South Carolina",29212,NA,1279.93397394525,22.8230522782026
"46137","Ziebach County, South Dakota",2455,NA,5104.18441144762,0.480977919703282
"47097","Lauderdale County, Tennessee",25171,NA,1302.66542699423,19.3226898314784
"47063","Hamblen County, Tennessee",64531,NA,455.261739344541,141.744834724982
"47173","Union County, Tennessee",19860,NA,640.066257942805,31.0280377282045
"47057","Grainger County, Tennessee",23648,NA,783.447473421924,30.1845379585064
"48135","Ector County, Texas",162300,NA,2335.25940989761,69.499773477892
"48401","Rusk County, Texas",52755,NA,2430.96790349402,21.7012326342012
"48103","Crane County, Texas",4636,NA,2036.75735646245,2.27616705803977
"48115","Dawson County, Texas",12342,NA,2336.58234373386,5.28207363763498
"48089","Colorado County, Texas",20582,NA,2521.93180205236,8.16120403543437
"48287","Lee County, Texas",17543,NA,1642.44820624646,10.6810065201944
"48347","Nacogdoches County, Texas",64768,NA,2540.82127711639,25.4909704131202
"48025","Bee County, Texas",30977,NA,2280.18163376154,13.5853212486841
"48405","San Augustine County, Texas",7920,NA,1534.00119576434,5.16296859602754
"48319","Mason County, Texas",3959,NA,2413.69128990575,1.64022632743336
"48173","Glasscock County, Texas",1068,166,2333.94907474243,0.457593531734561
"49007","Carbon County, Utah",20338,NA,3845.10783823457,5.28931849394838
"49017","Garfield County, Utah",5121,NA,13495.2295882692,0.37946742339615
"51041","Chesterfield County, Virginia",366019,NA,1131.74046909792,323.412487221337
"51177","Spotsylvania County, Virginia",141097,NA,1073.95726063505,131.380461003231
"51163","Rockbridge County, Virginia",22673,NA,1553.93439535186,14.5907060605773
"51023","Botetourt County, Virginia",33734,NA,1414.33041557947,23.8515693563578
"51137","Orange County, Virginia",36593,NA,889.030364546215,41.160573878349
"51063","Floyd County, Virginia",15532,NA,988.681104238312,15.7098177900001
"51125","Nelson County, Virginia",14773,NA,1228.05711351945,12.0295708052719
"53037","Kittitas County, Washington",44424,NA,6040.80908029339,7.35398179441261
"54039","Kanawha County, West Virginia",179895,NA,2359.48875540789,76.2432114108132
"54049","Marion County, West Virginia",56194,NA,806.740656304888,69.6555944724358
"54109","Wyoming County, West Virginia",21237,NA,1299.64070072419,16.3406701468846
"55001","Adams County, Wisconsin",20730,NA,1780.53246513644,11.6425846795281
"72141","Utuado Municipio, Puerto Rico",28155,NA,298.024602895765,94.4720661530327
"72003","Aguada Municipio, Puerto Rico",37998,NA,80.0033474462537,474.955126415518
"72023","Cabo Rojo Municipio, Puerto Rico",46983,NA,186.974390364308,251.280402136659
"17097","Lake County, Illinois",713159,NA,1218.66699087161,585.195960292594
"17029","Coles County, Illinois",47076,NA,1321.06911343872,35.6347745330765
"05009","Boone County, Arkansas",37662,NA,1559.3360334007,24.1525875073022
"06059","Orange County, California",3175227,NA,2067.63979788489,1535.67705711997
"06041","Marin County, California",260485,NA,1407.6101811001,185.054785406867
"06085","Santa Clara County, California",1916831,NA,3367.78466851185,569.166733824168
"06077","San Joaquin County, California",779445,NA,3694.67587725662,210.964378444681
"06019","Fresno County, California",1008280,NA,15568.8039169572,64.7628427577408
"09180","Southeastern Connecticut Planning Region, Connecticut",280293,NA,1621.55661145898,172.854279658981
"40089","McCurtain County, Oklahoma",31003,NA,4926.69543434366,6.29285906002636
"41019","Douglas County, Oregon",111322,NA,13130.6135938655,8.47805010818449
"41051","Multnomah County, Oregon",808098,NA,1205.20086671048,670.508976819482
"42111","Somerset County, Pennsylvania",73802,NA,2801.52829938843,26.3434783136443
"42101","Philadelphia County, Pennsylvania",1593208,NA,369.690546023501,4309.57193019137
"30015","Chouteau County, Montana",5897,NA,10351.384634994,0.569682241355859
"30073","Pondera County, Montana",5987,NA,4253.48560627977,1.40755148933875
"31155","Saunders County, Nebraska",22374,NA,1967.86312307759,11.3696932157602
"31085","Hayes County, Nebraska",919,71,1847.76618548658,0.497357299434504
"36111","Ulster County, New York",182153,NA,3005.91276284804,60.5982323410524
"37167","Stanly County, North Carolina",62723,NA,1048.37064344862,59.829031260998
"37193","Wilkes County, North Carolina",66125,NA,1958.75128975972,33.7587524999724
"37117","Martin County, North Carolina",21992,NA,1182.8684523713,18.5920927689909
"38071","Ramsey County, North Dakota",11613,NA,3369.66579327411,3.44633584231993
"39127","Perry County, Ohio",35451,NA,1068.31696605392,33.1839717298011
"40117","Pawnee County, Oklahoma",15682,NA,1540.9556690762,10.1768015230454
"41023","Grant County, Oregon",7237,NA,11725.6670095052,0.617193034232805
"41003","Benton County, Oregon",95615,NA,1757.003198279,54.419365937214
"45049","Hampton County, South Carolina",18890,NA,1456.9091074061,12.9658054191397
"46093","Meade County, South Dakota",29970,NA,9020.02477804572,3.32260728074112
"46041","Dewey County, South Dakota",5275,NA,6333.28031103549,0.832901709846716
"46117","Stanley County, South Dakota",2979,NA,3929.02514346896,0.758203343379428
"47059","Greene County, Tennessee",70399,NA,1616.61681699283,43.547115964656
"47031","Coffee County, Tennessee",58080,NA,1125.48919542439,51.6042270651026
"47187","Williamson County, Tennessee",248897,NA,1512.59773819783,164.549366771199
"47037","Davidson County, Tennessee",709786,NA,1360.18327789079,521.831146976495
"48339","Montgomery County, Texas",629989,NA,2789.27428443097,225.861258434296
"48227","Howard County, Texas",34488,NA,2341.74655092146,14.7274691133544
"48289","Leon County, Texas",15928,NA,2798.95901739342,5.69068710939299
"48241","Jasper County, Texas",33032,NA,2511.22052087521,13.153763170304
"48449","Titus County, Texas",31301,NA,1102.42121707286,28.3929586216693
"51127","New Kent County, Virginia",23296,NA,579.647263051918,40.1899594545544
"51103","Lancaster County, Virginia",10866,NA,371.136171487321,29.277663657667
"51139","Page County, Virginia",23753,NA,811.315172532809,29.2771549259292
"51017","Bath County, Virginia",4177,NA,1384.55461059738,3.01685463905088
"51036","Charles City County, Virginia",6760,NA,518.690724599915,13.0328145065911
"53021","Franklin County, Washington",96692,NA,3276.2475336253,29.513032518946
"53025","Grant County, Washington",99145,NA,7229.85404475605,13.7132782192072
"54087","Roane County, West Virginia",14027,NA,1252.82666127253,11.1962815236965
"55057","Juneau County, Wisconsin",26695,NA,2085.29253319265,12.8015612078796
"56013","Fremont County, Wyoming",39402,NA,23999.5407064033,1.64178141915388
"05003","Ashley County, Arkansas",19018,NA,2435.84292988768,7.80756417692208
"06053","Monterey County, California",437609,NA,8580.79362578945,50.9986627209834
"13027","Brooks County, Georgia",16275,NA,1288.98991690845,12.6261654854791
"16079","Shoshone County, Idaho",13399,NA,6843.48035981831,1.95792188996006
"17189","Washington County, Illinois",13781,NA,1460.5690244891,9.43536373080386
"18089","Lake County, Indiana",497682,NA,1306.17703036736,381.021858775168
"26029","Charlevoix County, Michigan",26174,NA,1173.08434739975,22.3121210832087
"36081","Queens County, New York",2360826,NA,318.849785374687,7404.19504195603
"21007","Ballard County, Kentucky",7742,NA,709.477987370359,10.9122483541671
"21089","Greenup County, Kentucky",35853,NA,917.818564790828,39.0632760933213
"08005","Arapahoe County, Colorado",654453,NA,2086.22321568652,313.70228989837
"24025","Harford County, Maryland",261059,NA,1168.84288685356,223.348238618069
"01117","Shelby County, Alabama",223916,NA,2096.50649079554,106.804343789574
"25011","Franklin County, Massachusetts",70980,NA,1876.27599186775,37.8302554142595
"29227","Worth County, Missouri",1982,NA,690.911529621537,2.86867408492327
"37133","Onslow County, North Carolina",203686,NA,2075.33769974633,98.1459547643243
"37131","Northampton County, North Carolina",17528,NA,1426.21018038137,12.2899136754955
"40141","Tillman County, Oklahoma",7013,NA,2277.16645234545,3.07970460076676
"42125","Washington County, Pennsylvania",209631,NA,2229.41305925491,94.0296815476898
"45073","Oconee County, South Carolina",78775,NA,1744.57351919345,45.1543022597404
"48403","Sabine County, Texas",9980,NA,1493.82803476894,6.68082253627251
"22105","Tangipahoa Parish, Louisiana",133953,NA,2185.55235253096,61.2902270883042
"23027","Waldo County, Maine",39772,NA,1977.14159250936,20.115908820431
"02110","Juneau City and Borough, Alaska",32108,NA,7283.87559650665,4.40809285861486
"02180","Nome Census Area, Alaska",10018,NA,61416.7020141324,0.163115238550171
"24035","Queen Anne's County, Maryland",50316,NA,1022.92190547589,49.1885057213547
"02070","Dillingham Census Area, Alaska",4854,NA,49102.8516612283,0.0988537291782735
"24001","Allegany County, Maryland",68161,NA,1108.0287473398,61.5155519779098
"27031","Cook County, Minnesota",5611,NA,4160.36774893236,1.34867885211347
"27075","Lake County, Minnesota",10915,NA,5925.29162896359,1.84210342435233
"27077","Lake of the Woods County, Minnesota",3786,NA,4608.85399458029,0.821462342797599
"28109","Pearl River County, Mississippi",56351,NA,2120.57591615451,26.5734414744216
"28103","Noxubee County, Mississippi",10261,NA,1813.43853994757,5.65831141997051
"29171","Putnam County, Missouri",4698,NA,1345.88534007528,3.49063910580766
"30061","Mineral County, Montana",4652,NA,3168.11732034509,1.4683799650113
"30105","Valley County, Montana",7552,NA,13109.1717886359,0.576085211313401
"30035","Glacier County, Montana",13781,NA,7867.21201849477,1.75170059833175
"32031","Washoe County, Nevada",486674,NA,16939.2612038422,28.7305328221524
"33015","Rockingham County, New Hampshire",315169,NA,1881.89282960402,167.474467749747
"33009","Grafton County, New Hampshire",90836,NA,4531.27733024934,20.0464446070445
"34001","Atlantic County, New Jersey",274339,NA,1579.37917368353,173.700530291386
"37039","Cherokee County, North Carolina",28868,NA,1208.83450030549,23.8808538246588
"37177","Tyrrell County, North Carolina",3389,NA,1060.8056984543,3.19474151104026
"37053","Currituck County, North Carolina",28616,NA,745.968994441631,38.3608436988986
"37029","Camden County, North Carolina",10547,NA,630.580806064018,16.7258500394781
"37161","Rutherford County, North Carolina",64680,NA,1469.07213202974,44.0277904602514
"38077","Richland County, North Dakota",16548,NA,3744.39337599057,4.41940745491846
"38097","Traill County, North Dakota",8004,NA,2233.64655356585,3.5833780358948
"13315","Wilcox County, Georgia",8839,NA,989.608745934232,8.93181273540142
"13025","Brantley County, Georgia",18105,NA,1158.36975095398,15.6297244339206
"15007","Kauai County, Hawaii",73511,NA,1630.46934128149,45.0857910288722
"16031","Cassia County, Idaho",24859,NA,6683.8222084595,3.7192790628896
"19179","Wapello County, Iowa",35292,NA,1129.27270829929,31.2519728322758
"19035","Cherokee County, Iowa",11601,NA,1494.86231919213,7.76058092511794
"20081","Haskell County, Kansas",3735,NA,1496.42691964187,2.49594547583646
"21167","Mercer County, Kentucky",22662,NA,656.034292798494,34.5439259026065
