"GEOID","NAME","B01003_001E","B01003_001M","area_km2","pop_density"
"05119","Pulaski County, Arkansas",398322,NA,2091.28880937196,190.467236383109
"05101","Newton County, Arkansas",7243,NA,2132.48637497087,3.39650470221595
"05141","Van Buren County, Arkansas",15900,NA,1875.1413683491,8.4793606862818
"27153","Todd County, Minnesota",25277,NA,2536.55143815232,9.96510444054403
"27131","Rice County, Minnesota",67152,NA,1336.50976162725,50.2443019332981
"27121","Pope County, Minnesota",11312,NA,1857.17032411175,6.09098683795215
"27113","Pennington County, Minnesota",13995,NA,1600.80181315742,8.74249384587858
"20031","Coffey County, Kansas",8334,NA,1693.90293038244,4.91999857283344
"20059","Franklin County, Kansas",25968,NA,1494.65727841402,17.3738825448698
"20165","Rush County, Kansas",2939,156,1858.96542378949,1.58098690937934
"20105","Lincoln County, Kansas",2929,NA,1865.95487280815,1.56970570011269
"20097","Kiowa County, Kansas",2445,NA,1871.88386648629,1.30617077468033
"20195","Trego County, Kansas",2798,NA,2330.36013236153,1.20067278921588
"40003","Alfalfa County, Oklahoma",5683,NA,2283.344552894,2.48889287987533
"40007","Beaver County, Oklahoma",5071,NA,4708.69012168529,1.07694493987747
"05129","Searcy County, Arkansas",7880,NA,1731.66501142053,4.55053370486237
"05065","Izard County, Arkansas",13748,NA,1512.33828610371,9.09055872374918
"05037","Cross County, Arkansas",16827,NA,1611.12068151786,10.4442827859096
"28079","Leake County, Mississippi",21335,NA,1516.01543010005,14.0730757592566
"28043","Grenada County, Mississippi",21474,NA,1164.58500620445,18.4391863930886
"28123","Scott County, Mississippi",27943,NA,1581.0058420856,17.6741914901078
"28107","Panola County, Mississippi",33157,NA,1826.00773489652,18.158192523691
"28101","Newton County, Mississippi",21275,NA,1501.06642970654,14.1732568119316
"28011","Bolivar County, Mississippi",30688,NA,2351.51280226815,13.0503223160852
"29119","McDonald County, Missouri",23381,NA,1397.5526608344,16.729959918677
"41063","Wallowa County, Oregon",7439,NA,8162.71796549485,0.911338604548861
"41049","Morrow County, Oregon",12140,NA,5301.60052956377,2.28987452606108
"42115","Susquehanna County, Pennsylvania",38540,NA,2155.08954900396,17.8832475976752
"08021","Conejos County, Colorado",7553,NA,3343.76680512474,2.25882976899707
"28035","Forrest County, Mississippi",77917,NA,1217.57078639118,63.993815284401
"28139","Tippah County, Mississippi",21769,NA,1191.01882624184,18.2776288001176
"29077","Greene County, Missouri",299188,NA,1755.72234246078,170.407354719121
"29159","Pettis County, Missouri",43059,NA,1777.64662083858,24.2224745319109
"29149","Oregon County, Missouri",8783,NA,2050.09086477437,4.28420034980579
"29510","St. Louis city, Missouri",298018,NA,171.39171839567,1738.81213625505
"29111","Lewis County, Missouri",9987,NA,1323.10475100691,7.54815519511941
"46007","Bennett County, South Dakota",3391,NA,3083.19198013003,1.09983420489339
"46083","Lincoln County, South Dakota",65801,NA,1497.05151724006,43.9537312124767
"46011","Brookings County, South Dakota",34631,NA,2084.78803473985,16.6112810621159
"48067","Cass County, Texas",28637,NA,2487.30429717764,11.5132676096345
"12067","Lafayette County, Florida",8107,NA,1418.77516206575,5.71408368059965
"13247","Rockdale County, Georgia",93641,NA,342.164206738678,273.672693273604
"13209","Montgomery County, Georgia",8687,NA,634.068152649558,13.7004200001214
"29221","Washington County, Missouri",23580,NA,1974.69308894942,11.9410961287889
"29055","Crawford County, Missouri",23023,NA,1926.4974242441,11.9507037540076
"29065","Dent County, Missouri",14509,NA,1954.19129163315,7.42455462887393
"29139","Montgomery County, Missouri",11421,NA,1399.78610506222,8.15910370784282
"29097","Jasper County, Missouri",122788,NA,1661.17925101722,73.9161652331082
"01013","Butler County, Alabama",18981,NA,2014.51083025499,9.42213847398252
"30091","Sheridan County, Montana",3700,166,4419.36493618722,0.837224364456344
"46031","Corson County, South Dakota",3906,NA,6551.75361907256,0.596176264722378
"47125","Montgomery County, Tennessee",222305,NA,1408.28849492927,157.854729908282
"13115","Floyd County, Georgia",98541,NA,1342.80204569834,73.3846067003513
"13199","Meriwether County, Georgia",20679,NA,1308.29120311925,15.8061140751361
"29047","Clay County, Missouri",253085,NA,1058.44758486859,239.109620181543
"29025","Caldwell County, Missouri",8876,NA,1113.21525264775,7.97330074205209
"29169","Pulaski County, Missouri",53726,NA,1428.36487106178,37.6136385656575
"29085","Hickory County, Missouri",8452,NA,1066.60091072275,7.9242384991709
"31131","Otoe County, Nebraska",15995,NA,1603.18209219419,9.97703260152343
"31043","Dakota County, Nebraska",21308,NA,692.538212249906,30.767977308826
"31165","Sioux County, Nebraska",1162,161,5354.61517235198,0.21700905902629
"47027","Clay County, Tennessee",7592,NA,671.723849518696,11.3022635796538
"47137","Pickett County, Tennessee",5042,NA,452.161369715633,11.1508862492409
"13095","Dougherty County, Georgia",85038,NA,867.157582935687,98.0652209856843
"13071","Colquitt County, Georgia",45813,NA,1441.44560536549,31.7826769386722
"29223","Wayne County, Missouri",11081,NA,2004.74608899123,5.52738327354755
"29105","Laclede County, Missouri",36060,NA,1989.03632632595,18.1293823158113
"29135","Moniteau County, Missouri",15401,NA,1084.91313012256,14.1956066088538
"31173","Thurston County, Nebraska",6716,NA,1026.14930130834,6.5448565734412
"31027","Cedar County, Nebraska",8375,NA,1931.96716149871,4.33495981034334
"48271","Kinney County, Texas",3157,NA,3534.88888948689,0.893097378361519
"48079","Cochran County, Texas",2529,NA,2008.0340570101,1.25944079044436
"48369","Parmer County, Texas",9809,NA,2292.03851616417,4.27959649492094
"13091","Dodge County, Georgia",19977,NA,1303.18077047959,15.329415881918
"13299","Ware County, Georgia",35917,NA,2347.93465027004,15.2972741365988
"13035","Butts County, Georgia",25522,NA,486.891634524692,52.4182347575448
"13259","Stewart County, Georgia",5121,NA,1200.73088221309,4.26490238225686
"31107","Knox County, Nebraska",8415,NA,2952.21384068964,2.8504032749993
"31051","Dixon County, Nebraska",5579,NA,1250.33208703739,4.46201457823835
"31087","Hitchcock County, Nebraska",2620,NA,1860.75909682223,1.40802751117777
"48077","Clay County, Texas",10290,NA,2891.68909022421,3.55847384657877
"48097","Cooke County, Texas",41860,NA,2327.63372933895,17.9839291175284
"13297","Walton County, Georgia",97752,NA,854.632468862539,114.378991626777
"13059","Clarke County, Georgia",128864,NA,313.768004029035,410.698345099825
"18105","Monroe County, Indiana",140065,NA,1065.40199281859,131.466808720198
"18143","Scott County, Indiana",24403,NA,499.182862540819,48.8858929887733
"18119","Owen County, Indiana",21361,NA,1004.56532617521,21.2639232545782
"18023","Clinton County, Indiana",33020,NA,1049.62829962516,31.4587554582818
"47099","Lawrence County, Tennessee",44377,NA,1600.47102530226,27.7274622898088
"47067","Hancock County, Tennessee",6726,NA,578.40168037928,11.6285969217612
"05115","Pope County, Arkansas",63475,NA,2151.30622475356,29.5053299570456
"05079","Lincoln County, Arkansas",13016,NA,1475.5588825978,8.82106444785492
"05051","Garland County, Arkansas",100021,NA,1901.88463087141,52.5904665175048
"27035","Crow Wing County, Minnesota",66558,NA,2995.677779257,22.2180103817801
"27109","Olmsted County, Minnesota",162307,NA,1695.59031063744,95.7230051279203
"27147","Steele County, Minnesota",37396,NA,1119.45013320505,33.4056863193479
"18145","Shelby County, Indiana",44940,NA,1069.12683569327,42.0343017307752
"18045","Fountain County, Indiana",16468,NA,1030.61746107516,15.9787706127357
"18149","Starke County, Indiana",23308,NA,808.690995315235,28.8218864003974
"47011","Bradley County, Tennessee",108859,NA,858.530146354709,126.796945293315
"35023","Hidalgo County, New Mexico",4160,NA,8922.9262600556,0.46621476842442
"48295","Lipscomb County, Texas",3038,NA,2414.49293341174,1.25823520042663
"05123","St. Francis County, Arkansas",23138,NA,1663.5332898848,13.9089491870658
"06105","Trinity County, California",15889,NA,8307.49205700699,1.9126109168649
"08095","Phillips County, Colorado",4493,NA,1781.90092683406,2.52146453954811
"08125","Yuma County, Colorado",9938,NA,6135.14541202156,1.61984750687847
"08047","Gilpin County, Colorado",5856,NA,389.555385249527,15.0325222593162
"27019","Carver County, Minnesota",107216,NA,973.705177008822,110.111358685966
"27083","Lyon County, Minnesota",25352,NA,1868.80668055466,13.5658761624694
"27161","Waseca County, Minnesota",18953,NA,1121.33605054824,16.902158804877
"18115","Ohio County, Indiana",5974,NA,226.143625825834,26.4168400864012
"19093","Ida County, Iowa",6969,NA,1119.21816110196,6.22666808152797
"19067","Floyd County, Iowa",15601,NA,1298.43897287994,12.0151969602367
"19165","Shelby County, Iowa",11737,NA,1531.74643521572,7.66249539098622
"48421","Sherman County, Texas",2414,192,2390.52659186913,1.00981934616862
"48357","Ochiltree County, Texas",9924,NA,2377.9966970188,4.17326063254896
"48087","Collingsworth County, Texas",2865,179,2381.74880038384,1.20289763535864
"48495","Winkler County, Texas",7582,NA,2177.52263689376,3.48193854407674
"48501","Yoakum County, Texas",7630,NA,2071.83886806681,3.68271882413298
"08073","Lincoln County, Colorado",5583,NA,6698.21807329922,0.833505260489389
"08025","Crowley County, Colorado",5782,NA,2070.52202172792,2.79253248182056
"08079","Mineral County, Colorado",794,114,2273.72999635145,0.349205930903886
"27009","Benton County, Minnesota",41300,NA,1069.72622411394,38.6080092915448
"27079","Le Sueur County, Minnesota",28795,NA,1227.3406128965,23.4612948495563
"19141","O'Brien County, Iowa",14138,NA,1484.53344636667,9.5235307999305
"19169","Story County, Iowa",98573,NA,1485.71827163112,66.34703354074
"19099","Jasper County, Iowa",37808,NA,1898.31765014041,19.9165824524697
"19183","Washington County, Iowa",22534,NA,1478.35411521282,15.242626761827
"19065","Fayette County, Iowa",19519,NA,1893.89418002506,10.3062780412271
"49009","Daggett County, Utah",638,124,1865.43881039807,0.342010682121413
"12019","Clay County, Florida",219650,NA,1666.49511846836,131.803566398608
"13057","Cherokee County, Georgia",268567,NA,1125.06870182144,238.71164451131
"41037","Lake County, Oregon",8201,NA,21649.0030031466,0.378816520964407
"37005","Alleghany County, North Carolina",10989,NA,611.997508657041,17.9559554484366
"38021","Dickey County, North Dakota",5003,NA,2957.02042980664,1.69190579462014
"19003","Adams County, Iowa",3680,NA,1102.23062161912,3.33868423524133
"19137","Montgomery County, Iowa",10285,NA,1100.92633905426,9.34213274326346
"19173","Taylor County, Iowa",5916,NA,1384.97232655749,4.27156549380657
"19079","Hamilton County, Iowa",14979,NA,1495.65161417062,10.0150328178573
"20155","Reno County, Kansas",61881,NA,3294.49134664943,18.7831727234416
"50025","Windham County, Vermont",45857,NA,2068.96918294466,22.1641773971394
"13017","Ben Hill County, Georgia",17169,NA,657.448747413125,26.1145831786207
"13233","Polk County, Georgia",43019,NA,808.419841212616,53.2136865115436
"38001","Adams County, North Dakota",2190,NA,2560.759108992,0.855215155658299
"38011","Bowman County, North Dakota",2975,NA,3021.85636333307,0.984494179173562
"38023","Divide County, North Dakota",2195,NA,3352.53740881542,0.654727966413827
"20015","Butler County, Kansas",67618,NA,3746.83446432745,18.0467006599229
"20051","Ellis County, Kansas",28921,NA,2332.01032835466,12.4017461022161
"20053","Ellsworth County, Kansas",6374,NA,1873.23452205223,3.40267058126653
"20029","Cloud County, Kansas",9008,NA,1859.6856784213,4.84382931186895
"50021","Rutland County, Vermont",60585,NA,2448.54805856529,24.7432349910663
"13067","Cobb County, Georgia",765813,NA,892.331679128204,858.215636531238
"13235","Pulaski County, Georgia",9887,NA,650.766887304148,15.1928443085936
"48399","Runnels County, Texas",9858,NA,2737.80124380158,3.60069965718609
"13085","Dawson County, Georgia",27355,NA,555.41495643283,49.2514644828586
"13293","Upson County, Georgia",27638,NA,848.461366512406,32.5742586413873
"20085","Jackson County, Kansas",13274,NA,1704.31776424311,7.78845370182184
"20177","Shawnee County, Kansas",178625,NA,1439.40351500378,124.09654286521
"20049","Elk County, Kansas",2453,NA,1684.99314501729,1.45579227265927
"20139","Osage County, Kansas",15787,NA,1864.26992612341,8.4681943203513
"50017","Orange County, Vermont",29439,NA,1791.45708688454,16.4329920127734
"51650","Hampton city, Virginia",137217,NA,151.636874850049,904.905222662309
"48363","Palo Pinto County, Texas",28569,NA,2552.08044724524,11.1943963329361
"48237","Jack County, Texas",8588,NA,2383.58099921076,3.60298223674531
"48279","Lamb County, Texas",13024,NA,2635.72613230701,4.94133280402706
"48255","Karnes County, Texas",14805,NA,1952.18354693417,7.58381558089181
"48081","Coke County, Texas",3305,NA,2403.86277966087,1.37487049092971
"48297","Live Oak County, Texas",11374,NA,2794.28793346243,4.07044666506732
"13015","Bartow County, Georgia",109410,NA,1216.14123308096,89.9648799200911
"13177","Lee County, Georgia",32968,NA,937.366114992576,35.1708894451141
"20115","Marion County, Kansas",11867,NA,2469.75364166863,4.80493268631535
"20057","Ford County, Kansas",34212,NA,2846.39492109067,12.0194143639389
"20189","Stevens County, Kansas",5275,NA,1884.70567097704,2.79884550740776
"20159","Rice County, Kansas",9441,NA,1885.87838034926,5.00615527404876
"20151","Pratt County, Kansas",9175,NA,1905.60900366463,4.81473375826614
"51710","Norfolk city, Virginia",236973,NA,154.839325225346,1530.44454084982
"51810","Virginia Beach city, Virginia",457900,NA,794.325280635658,576.464089917377
"51013","Arlington County, Virginia",235845,NA,67.3908215603548,3499.66055524013
"48191","Hall County, Texas",2847,NA,2341.29894209448,1.21599166548682
"48269","King County, Texas",216,72,2365.06763573822,0.0913293119977006
"48171","Gillespie County, Texas",26953,NA,2749.88721671721,9.80149288892517
"48435","Sutton County, Texas",3345,NA,3764.84329618652,0.888483194875126
"48159","Franklin County, Texas",10445,NA,763.476668364019,13.6808371922898
"13273","Terrell County, Georgia",9004,NA,873.867514936569,10.3036213683416
"13249","Schley County, Georgia",4565,NA,434.827683686338,10.4984116036479
"13277","Tift County, Georgia",41247,NA,696.275476768998,59.2394840493347
"20061","Geary County, Kansas",36247,NA,1048.01132635004,34.5864582649496
"20193","Thomas County, Kansas",7907,NA,2783.90412092856,2.84025586246219
"20143","Ottawa County, Kansas",5768,NA,1868.1590339694,3.08753157259013
"20205","Wilson County, Kansas",8667,NA,1489.87358370669,5.81727207917678
"20109","Logan County, Kansas",2752,NA,2779.04834793626,0.990267046646977
"51550","Chesapeake city, Virginia",249377,NA,908.767884533607,274.412206069522
"53039","Klickitat County, Washington",22798,NA,4932.79281824186,4.62172259002876
"53069","Wahkiakum County, Washington",4476,NA,716.079437227344,6.25070315848064
"48131","Duval County, Texas",9960,NA,4650.68167907286,2.14162152718773
"48283","La Salle County, Texas",6965,95,3866.37352132128,1.80142967604946
"48429","Stephens County, Texas",9260,NA,2386.47652635299,3.88019739467169
"48503","Young County, Texas",17903,NA,2410.60515824278,7.42676582217656
"48195","Hansford County, Texas",5270,NA,2383.22641839851,2.2112880082713
"48023","Baylor County, Texas",3475,NA,2334.00704988861,1.48885582850568
"48127","Dimmit County, Texas",8672,NA,3456.10282603003,2.50918460373512
"48169","Garza County, Texas",5735,328,2321.21905780478,2.47068452273681
"13255","Spalding County, Georgia",67415,NA,516.86405720544,130.430814563692
"13165","Jenkins County, Georgia",8704,NA,912.927994664185,9.53415828068863
"20067","Grant County, Kansas",7336,NA,1490.28894692824,4.92253533458786
"20199","Wallace County, Kansas",1489,113,2366.67407494314,0.629152960166589
"20033","Comanche County, Kansas",1825,188,2045.49578387643,0.89220423448707
"20101","Lane County, Kansas",1528,174,1858.18043847025,0.822309808221817
"21157","Marshall County, Kentucky",31706,NA,881.019714419694,35.9878439506702
"21083","Graves County, Kentucky",36701,NA,1442.00913879331,25.4512950110094
"21049","Clark County, Kentucky",36897,NA,660.786749617413,55.8379840718097
"53051","Pend Oreille County, Washington",13570,NA,3691.76193963154,3.67575163889207
"54053","Mason County, West Virginia",25488,NA,1151.83657318804,22.1281391764238
"48137","Edwards County, Texas",1380,199,5493.03051076568,0.251227441263136
"48095","Concho County, Texas",3235,NA,2572.85384598283,1.2573586350624
"21193","Perry County, Kentucky",28136,NA,887.237138274269,31.7119277206162
"21229","Washington County, Kentucky",12025,NA,780.050018339316,15.4156781197193
"13193","Macon County, Georgia",12099,NA,1051.70399970232,11.5041874932724
"13175","Laurens County, Georgia",49407,NA,2119.73195685743,23.3081356537396
"21087","Green County, Kentucky",11198,NA,747.613628781582,14.9783251253055
"45033","Dillon County, South Carolina",28255,NA,1052.87546479923,26.8360323178277
"54035","Jackson County, West Virginia",27868,NA,1221.65404894404,22.8116953601458
"54051","Marshall County, West Virginia",30509,NA,808.354033479379,37.7421262669784
"21137","Lincoln County, Kentucky",24320,NA,871.251036053667,27.9138835922164
"21065","Estill County, Kentucky",14138,NA,662.212308265861,21.3496484790856
"21129","Lee County, Kentucky",7338,NA,547.035649436366,13.4141166257823
"13257","Stephens County, Georgia",26732,NA,476.399608798066,56.1125565729232
"13005","Bacon County, Georgia",11138,NA,740.259338768655,15.0460783359071
"46135","Yankton County, South Dakota",23311,NA,1378.54201261495,16.9098945020772
"46099","Minnehaha County, South Dakota",197742,NA,2107.76517048865,93.8159538684078
"46027","Clay County, South Dakota",14953,NA,1081.0283919442,13.8321991461367
"54055","Mercer County, West Virginia",59530,NA,1089.64848147397,54.6322974905388
"54069","Ohio County, West Virginia",42224,NA,282.042303670641,149.708038299488
"22049","Jackson Parish, Louisiana",15093,NA,1504.20850928363,10.0338483041742
"22093","St. James Parish, Louisiana",20090,NA,654.915594189533,30.6757087145889
"23001","Androscoggin County, Maine",111532,NA,1287.34443053492,86.637264553711
"13161","Jeff Davis County, Georgia",14791,NA,869.051245222114,17.019709805743
"13065","Clinch County, Georgia",6713,NA,2134.88978486826,3.14442461975349
"46053","Gregory County, South Dakota",3983,NA,2728.19751327768,1.45993828548534
"46039","Deuel County, South Dakota",4298,NA,1648.25936195666,2.60759932520438
"46101","Moody County, South Dakota",6346,NA,1348.95903660368,4.70436820377994
"54029","Hancock County, West Virginia",28907,NA,227.913374269777,126.833276426259
"55127","Walworth County, Wisconsin",105127,NA,1493.23464732099,70.4021971286348
"23011","Kennebec County, Maine",124003,NA,2463.94568272368,50.3270022831532
"26087","Lapeer County, Michigan",88687,NA,1716.71348296477,51.6609212195604
"16045","Gem County, Idaho",19250,NA,1462.22731686559,13.1648477483406
"17053","Ford County, Illinois",13484,NA,1259.24723042595,10.7079846389172
"46109","Roberts County, South Dakota",10242,NA,2941.1618973656,3.48229725441968
"46091","Marshall County, South Dakota",4363,NA,2293.66219593067,1.9021981561804
"55093","Pierce County, Wisconsin",42187,NA,1534.69007788029,27.4889377393177
"55063","La Crosse County, Wisconsin",120216,NA,1243.28987411304,96.6918515971684
"27003","Anoka County, Minnesota",363985,NA,1155.43733683758,315.019247167678
"27123","Ramsey County, Minnesota",547202,NA,440.321459098634,1242.73298221748
"17169","Schuyler County, Illinois",6879,NA,1142.73123558448,6.01978819322424
"17035","Cumberland County, Illinois",10447,NA,898.583594042888,11.6260747127566
"18107","Montgomery County, Indiana",38018,NA,1309.19298861842,29.0392633710329
"18103","Miami County, Indiana",35952,NA,977.188061416863,36.791280429554
"46102","Oglala Lakota County, South Dakota",13695,NA,5429.480246083,2.5223408833433
"46019","Butte County, South Dakota",10369,NA,5870.84015143771,1.76618673520871
"55061","Kewaunee County, Wisconsin",20570,NA,890.910938909616,23.0887276175726
"55065","Lafayette County, Wisconsin",16716,NA,1643.8790221376,10.1686314959258
"56011","Crook County, Wyoming",7258,NA,7421.97791636424,0.977906439737217
"56005","Campbell County, Wyoming",46857,NA,12451.0841076129,3.7632867624234
"27111","Otter Tail County, Minnesota",60072,NA,5761.37066859177,10.4266854982068
"27141","Sherburne County, Minnesota",97820,NA,1167.94345812162,83.7540544619534
"18179","Wells County, Indiana",28167,NA,959.056630700797,29.3694856991062
"18063","Hendricks County, Indiana",175639,NA,1058.61234717448,165.914369380627
"18035","Delaware County, Indiana",112156,NA,1025.30757906806,109.387663067841
"18005","Bartholomew County, Indiana",82371,NA,1060.65035909249,77.6608420426857
"18021","Clay County, Indiana",26396,NA,933.223348873631,28.2847616616741
"47069","Hardeman County, Tennessee",25519,NA,1736.51412032735,14.6955326773786
"47103","Lincoln County, Tennessee",35365,NA,1478.1878108501,23.9245647545028
"02230","Skagway Municipality, Alaska",1303,99,1128.83334852388,1.15428907349687
"05059","Hot Spring County, Arkansas",33129,NA,1611.67872589114,20.5555855939478
"05105","Perry County, Arkansas",10055,NA,1452.63323063248,6.92191241943571
"22027","Claiborne Parish, Louisiana",14203,NA,1987.01406135616,7.14791116792918
"23009","Hancock County, Maine",55851,NA,4538.48335114764,12.3060933970105
"23029","Washington County, Maine",31096,NA,7350.5003546556,4.23046030877403
"02150","Kodiak Island Borough, Alaska",13065,NA,18349.438543656,0.712010886268616
"24041","Talbot County, Maryland",37663,NA,796.228466939193,47.3017501431235
"24045","Wicomico County, Maryland",103815,NA,995.697128246592,104.263633041522
"24003","Anne Arundel County, Maryland",588109,NA,1164.01226697161,505.242957215626
"01045","Dale County, Alabama",49455,NA,1456.84161451224,33.9467238630179
"01105","Perry County, Alabama",8479,NA,1875.26864449906,4.52148550815502
"17143","Peoria County, Illinois",181186,NA,1632.27027502253,111.002450251383
"17071","Henderson County, Illinois",6374,NA,1023.69402448066,6.22646987046119
"19043","Clayton County, Iowa",17123,NA,2053.25165270063,8.33945511621928
"18113","Noble County, Indiana",47431,NA,1081.1485399409,43.8709374778351
"19191","Winneshiek County, Iowa",20050,NA,1787.47283388545,11.2169536900973
"24510","Baltimore city, Maryland",584548,NA,223.804300856704,2611.87116495259
"02060","Bristol Bay Borough, Alaska",854,87,1326.94668900048,0.643582750595108
"01031","Coffee County, Alabama",53559,NA,1762.7633496049,30.3835452512696
"01011","Bullock County, Alabama",10328,NA,1619.15301138271,6.37864360402861
"31083","Harlan County, Nebraska",3094,175,1486.84677134894,2.08091382354954
"31147","Richardson County, Nebraska",7850,NA,1436.4385843657,5.46490472021564
"17193","White County, Illinois",13834,NA,1299.86018859478,10.6426830526715
"17011","Bureau County, Illinois",33203,NA,2262.64719069662,14.6744044482594
"19129","Mills County, Iowa",14605,NA,1141.05125293425,12.7996003356053
"18079","Jennings County, Indiana",27610,NA,980.007290290231,28.1732598048564
"26093","Livingston County, Michigan",194302,NA,1516.38064116347,128.135373616296
"26043","Dickinson County, Michigan",25937,NA,2010.90772255136,12.8981552505513
"26001","Alcona County, Michigan",10238,NA,1798.85005910097,5.69141377192757
"31153","Sarpy County, Nebraska",191272,NA,641.16698850256,298.31854014617
"31161","Sheridan County, Nebraska",5102,NA,6396.42178187471,0.797633454137959
"17025","Clay County, Illinois",13248,NA,1216.04556336308,10.8943286330172
"16071","Oneida County, Idaho",4572,NA,3109.27920701096,1.47043726072938
"18095","Madison County, Indiana",130545,NA,1172.87458495894,111.303460467233
"20103","Leavenworth County, Kansas",82050,NA,1214.04281062807,67.5841076457203
"26031","Cheboygan County, Michigan",25709,NA,2060.44383280126,12.4774087945157
"27063","Jackson County, Minnesota",9990,NA,1862.87314175616,5.36268400465651
"27105","Nobles County, Minnesota",22194,NA,1871.2731893994,11.8603740628183
"33003","Carroll County, New Hampshire",50679,NA,2573.72783290294,19.6908932452421
"35031","McKinley County, New Mexico",72073,NA,14129.200035026,5.10099650520428
"16019","Bonneville County, Idaho",124490,NA,4921.859206499,25.293287511276
"17145","Perry County, Illinois",20996,NA,1157.71189083566,18.1357729554326
"26009","Antrim County, Michigan",23662,NA,1359.93206281908,17.3993985780067
"20209","Wyandotte County, Kansas",167989,NA,404.305488830614,415.500171629824
"27045","Fillmore County, Minnesota",21251,NA,2232.60395429952,9.51848175269738
"27169","Winona County, Minnesota",49792,NA,1661.95253146512,29.9599411278643
"35035","Otero County, New Mexico",67850,NA,17164.7666686105,3.95286468554673
"37045","Cleveland County, North Carolina",99527,NA,1213.06350442383,82.0459931710434
"37145","Person County, North Carolina",39131,NA,1047.00614360497,37.3741837514604
"16055","Kootenai County, Idaho",173396,NA,3391.16669832668,51.1316651244422
"17203","Woodford County, Illinois",38414,NA,1406.10841726746,27.3193727654737
"17123","Marshall County, Illinois",11740,NA,1032.37451989895,11.371842072535
"20121","Miami County, Kansas",34312,NA,1528.44550010232,22.4489522182525
"20183","Smith County, Kansas",3561,NA,2322.86824167239,1.53301850536137
"20201","Washington County, Kansas",5529,NA,2327.05526917229,2.37596419528385
"27025","Chisago County, Minnesota",56927,NA,1145.67029096849,49.6888157515867
"27091","Martin County, Minnesota",19960,NA,1889.62596872873,10.5629369675885
"35009","Curry County, New Mexico",48327,NA,3648.87000073984,13.2443742830524
"35029","Luna County, New Mexico",25393,NA,7681.07164908869,3.30591890820504
"36073","Orleans County, New York",40148,NA,1017.41352799159,39.4608474287279
"17101","Lawrence County, Illinois",15302,NA,969.297075621926,15.786697788376
"17151","Pope County, Illinois",3799,NA,970.30557430989,3.91526143988399
"17131","Mercer County, Illinois",15692,NA,1473.14728647565,10.6520238295666
"36005","Bronx County, New York",1443229,NA,123.149559786391,11719.3191961331
"20019","Chautauqua County, Kansas",3389,NA,1670.12110687036,2.02919416206329
"28059","Jackson County, Mississippi",143721,NA,1932.28755669832,74.3786811138888
"28045","Hancock County, Mississippi",46010,NA,1251.46025321394,36.7650509729249
"37179","Union County, North Carolina",240109,NA,1656.17583603574,144.977963556533
"37187","Washington County, North Carolina",11051,NA,970.73776233554,11.3841249704883
"17015","Carroll County, Illinois",15594,NA,1209.57747531559,12.892105150959
"26161","Washtenaw County, Michigan",370231,NA,1871.03657892397,197.874805960725
"36055","Monroe County, New York",756406,NA,1726.62354082793,438.083914712118
"20075","Hamilton County, Kansas",2520,NA,2584.25265720109,0.975136851645658
"36057","Montgomery County, New York",49624,NA,1062.81306857474,46.6911834896299
"28113","Pike County, Mississippi",40098,NA,1063.87302060854,37.6905882781611
"28027","Coahoma County, Mississippi",21264,NA,1510.23264550225,14.0799499092594
"28057","Itawamba County, Mississippi",23888,NA,1399.64264718451,17.0672135834476
"37077","Granville County, North Carolina",61161,NA,1392.10682013625,43.934128556323
"37073","Gates County, North Carolina",10509,NA,895.222792855226,11.738977251107
"18019","Clark County, Indiana",121484,NA,974.912890673777,124.610107387174
"18167","Vigo County, Indiana",106355,NA,1062.89872023696,100.061273924848
"21145","McCracken County, Kentucky",67573,NA,693.741931527207,97.4036553495397
"40099","Murray County, Oklahoma",13837,NA,1101.03630537113,12.5672513544736
"28093","Marshall County, Mississippi",33980,NA,1838.52246600524,18.4822326777611
"28041","Greene County, Mississippi",13672,NA,1861.82777704654,7.34332152981853
"34029","Ocean County, New Jersey",638691,NA,1953.53389434961,326.941345551948
"34025","Monmouth County, New Jersey",643064,NA,1257.99352320232,511.182282054226
"18097","Marion County, Indiana",971737,NA,1043.75796296335,930.998406221616
"18077","Jefferson County, Indiana",33057,NA,940.104383707455,35.1631165356706
"26081","Kent County, Michigan",657321,NA,2258.26679315785,291.073225710783
"40123","Pontotoc County, Oklahoma",38116,NA,1878.36282674087,20.2921392275073
"08041","El Paso County, Colorado",730323,NA,5514.85657881882,132.428285225946
"29145","Newton County, Missouri",59019,NA,1622.93509840262,36.3655946920425
"29213","Taney County, Missouri",56202,NA,1687.55020269233,33.3038981064592
"29155","Pemiscot County, Missouri",15555,NA,1330.12263367229,11.694410429702
"34017","Hudson County, New Jersey",712029,NA,135.744694533509,5245.35417348656
"34039","Union County, New Jersey",572079,NA,269.68856331491,2121.25791679195
"18171","Warren County, Indiana",8454,NA,949.128198802946,8.90712130422667
"26125","Oakland County, Michigan",1272264,NA,2349.55497685312,541.491479251961
"21105","Hickman County, Kentucky",4491,NA,655.093876630694,6.8555059972447
"36087","Rockland County, New York",337326,NA,516.829870187344,652.682864242586
"40109","Oklahoma County, Oklahoma",795822,NA,1860.73580337752,427.692098230959
"29153","Ozark County, Missouri",8688,NA,1956.02318291828,4.44166514787314
"29091","Howell County, Missouri",39960,NA,2404.65248987985,16.6177857998918
"29011","Barton County, Missouri",11683,NA,1545.43242237526,7.5596964518473
